Episode,run_id,steps,last_timestep,terrain,terrain_id,terrain_block,episode_in_block,final_cumulative_reward,sum_reward,mean_reward_per_step,sum_progress_cm,sum_raw_progress_cm,mean_progress_reward,sum_progress_reward,start_x,final_x,start_y,final_y,mean_abs_x_position,mean_abs_y_position,no_progress_steps,backward_steps,sum_Progress_Reward,mean_Progress_Reward,sum_X_Drift_Penalty,mean_X_Drift_Penalty,sum_Heading_Penalty,mean_Heading_Penalty,sum_Living_Penalty,mean_Living_Penalty,sum_No_Progress_Penalty,mean_No_Progress_Penalty,sum_Backward_Penalty,mean_Backward_Penalty,mean_abs_Motor1_Action,mean_abs_Motor2_Action,mean_abs_Motor3_Action,mean_abs_Motor4_Action,mean_abs_Motor5_Action,mean_abs_Motor6_Action,mean_abs_Motor7_Action,delta_x,delta_y,reward_sum_delta
10,20260417_154116_032810,175,174,carpet,0,1,2,2.553936129289061,2.5539361292890597,0.014593920738794626,17.512564153765183,17.90508273988962,0.05109379161553191,8.941413532718084,1.814769268035889,1.9994934797286987,0.2179113030433654,0.0312284585088491,1.8966342987333025,0.14478695539491515,64,0,8.941413532718084,0.05109379161553191,0.41241160806351723,0.0023566377603629557,2.468780696945718,0.014107318268261244,3.5,0.02,2.722797207775384,0.015558841187287908,0.0,0.0,0.5278323085439791,0.494232559087021,0.5079043491996292,0.5124029148715947,0.4376189524148192,0.4222941613184022,0.4456756892733808,0.18472421169280984,-0.1866828445345163,1.3322676295501878e-15
11,20260417_154116_032810,175,174,carpet,0,1,3,-1.214250300363462,-1.2142503003634617,-0.006938573144934067,13.446775804679957,12.885579466819763,0.0340717575763289,5.9625575758575575,1.89500892162323,1.8888086080551147,0.2147042602300644,0.0553522109985351,1.8660143382208687,0.1245957355307681,80,0,5.9625575758575575,0.0340717575763289,0.0,0.0,4.006261904687436,0.022892925169642492,3.5,0.02,3.476494780986646,0.019865684462780836,0.0,0.0,0.5262673156083162,0.48612371628837925,0.4723479289055935,0.5271846845852477,0.48003683412713666,0.43726149478661164,0.42004682643072944,-0.006200313568115234,-0.1593520492315293,-2.220446049250313e-16
12,20260417_154116_032810,175,174,carpet,0,1,4,0.5753095574390859,0.5753095574390843,0.003287483185366196,16.885461779020858,15.86996652185917,0.043688869032256376,7.645552080644865,1.3760924339294434,1.833748459815979,0.2013561874628067,0.0050843618810176,1.6142790072304862,0.11399179327700817,83,0,7.645552080644865,0.043688869032256376,2.8298423919028717,0.016170527953730696,0.11914237086335938,0.000680813547790625,3.5,0.02,3.281301165472324,0.018750292374127564,0.0,0.0,0.5754746136016079,0.4301124697857137,0.5054725018489574,0.5745659313084823,0.4555397293583623,0.41589894134551286,0.45659104423331365,0.45765602588653564,-0.1962718255817891,1.5543122344752192e-15
13,20260417_154116_032810,175,174,carpet,0,1,5,-13.327928430447884,-13.32792843044788,-0.07615959103113075,-7.436268314933416,-10.105954110622406,-0.024476002506765248,-4.283300438683918,1.4995163679122925,1.937517762184143,0.2613025605678558,0.3069129884243011,1.8130597625459943,0.2838742233174188,120,0,-4.283300438683918,-0.024476002506765248,4.4220401017120174,0.025268800581211528,0.3319176199668661,0.0018966721140963776,3.5,0.02,5.085828100594416,0.02906187486053952,0.0,0.0,0.7455587906283991,0.514153761709375,0.815730277704341,0.7750680811601758,0.7036126884991037,0.5889730814852685,0.5185683832925081,0.4380013942718506,0.04561042785644531,-3.552713678800501e-15
14,20260417_154116_032810,175,174,carpet,0,1,6,-24.4555078013681,-24.455507801368114,-0.13974575886496066,-22.736530725436282,-24.13298338651657,-0.04849381465362502,-8.486417564384379,1.6362075805664062,2.444160223007202,0.1745939403772354,0.4010007381439209,2.1737597744805472,0.3307817361184529,119,0,-8.486417564384379,-0.04849381465362502,64.36512422856829,0.3678007098775331,7.007874181883105,0.040044995325046316,3.5,0.02,5.682184105032747,0.03246962345732998,0.0,0.0,0.5690417248010635,0.5029485738490309,0.6323357452611839,0.6371249528335673,0.43252047533967664,0.5020104367152921,0.4460015024098435,0.8079526424407959,0.22640679776668549,1.4210854715202004e-14
15,20260417_154116_032810,175,174,carpet,0,1,7,-8.210610835449696,-8.210610835449694,-0.046917776202569685,-0.8482637951715487,-0.5364939570426968,-0.00110009199632204,-0.192516099356357,1.5576646327972412,1.5669381618499756,0.2486899048089981,0.1385922878980636,1.60317234652383,0.1743106297935758,105,0,-0.192516099356357,-0.00110009199632204,0.0,0.0,0.0794424858094218,0.0004539570617681246,3.5,0.02,4.514122611802866,0.025794986353159233,0.0,0.0,0.8285767937770911,0.46017349782133743,0.6824791052698025,0.8134672607268606,0.6999781608687979,0.5581945787390162,0.3167919704441114,0.009273529052734375,-0.1100976169109345,-1.7763568394002505e-15
16,20260417_154116_032810,175,174,foam,3,2,0,-24.37441195721997,-24.37441195721997,-0.13928235404125697,-49.129617400528076,-51.248949766159065,-0.04105386339180936,-7.184426093566638,2.007964849472046,1.0290188789367676,0.3954935669898987,0.8607650399208069,1.5147291837419783,0.5414838479246412,119,0,-7.184426093566638,-0.04105386339180936,75.83666865014729,0.4333523922865559,11.237252196968715,0.06421286969696409,3.5,0.02,5.544456388790162,0.03168260793594378,0.0,0.0,0.7606441590083497,0.654316913895309,0.6221225844775992,0.6153493767178484,0.6566742238189492,0.5416450963355601,0.4790746322966048,-0.9789459705352783,0.4652714729309082,0.0
17,20260417_154116_032810,175,174,foam,3,2,1,-6.06748161435003,-6.067481614350036,-0.03467132351057163,-7.20126860709388,-5.864107608795166,0.03412722635001173,5.972264611252053,2.1023406982421875,1.4892017841339111,0.3181786239147186,0.3660476803779602,1.665781728880746,0.34024376962866104,94,0,5.972264611252053,0.03412722635001173,40.9523049477217,0.2340131711298383,2.1893513808375142,0.01251057931907151,3.5,0.02,4.3350481617880385,0.024771703781645935,0.0,0.0,0.5668240205677493,0.4294798290756132,0.5118623320758343,0.6135450141185096,0.5787996620152678,0.4374824587441981,0.591233440755459,-0.6131389141082764,0.04786905646324163,5.329070518200751e-15
18,20260417_154116_032810,175,174,foam,3,2,2,4.6580158120235575,4.658015812023559,0.026617233211563195,18.925809234417358,19.971059262752533,0.0664457886178187,11.628013008118273,2.1877121925354004,1.9837552309036253,0.4488548040390014,0.1738290339708328,1.9378798035212925,0.31218070370810375,75,0,11.628013008118273,0.0664457886178187,0.4329934146966414,0.002474248083980808,0.2040215005038195,0.0011658371457361114,3.5,0.02,3.4164967795998558,0.019522838740570606,0.0,0.0,0.5581001618557743,0.41153104416893,0.5431992490270308,0.5528461245287742,0.5376537112732018,0.3816512407934559,0.5353645210234182,-0.20395696163177512,-0.27502577006816864,-1.7763568394002505e-15
19,20260417_154116_032810,175,174,foam,3,2,3,3.817796756783465,3.8177967567834648,0.021815981467334083,19.624272318686053,26.092065870761868,0.06127235407864986,10.722661963763725,2.0268075466156006,1.7192147970199585,0.441589206457138,0.1601186841726303,1.7993730579103742,0.3336483711855752,70,0,10.722661963763725,0.06127235407864986,2.812304919383496,0.01607031382504855,0.6988400825441892,0.00399337190025251,3.5,0.02,3.0886927109146987,0.01764967263379828,0.0,0.0,0.6907528296977814,0.41433208265075727,0.6577572890437607,0.47288051776587964,0.5511491241119802,0.30976733897421843,0.41956277702602424,-0.3075927495956421,-0.2814705222845077,4.440892098500626e-16
20,20260417_154116_032810,175,174,foam,3,2,4,-14.268575480351943,-14.268575480351943,-0.08153471703058253,-15.882834116386277,-23.930880427360538,-0.02778973989351667,-4.863204481365417,1.935881733894348,1.5690377950668335,0.5695769786834717,0.64603191614151,1.8036857325690134,0.48564096893583025,130,0,-4.863204481365417,-0.02778973989351667,0.0,0.0,0.0,0.0,3.5,0.02,5.905370998986524,0.033744977137065854,0.0,0.0,0.63990012592503,0.7763990240224771,0.5595507350031819,0.7032706383775388,0.5906070070234792,0.3505912567063102,0.3859474741135325,-0.3668439388275144,0.07645493745803833,0.0
