design_index,checkpoint,replay,reason,width_ratio,actual_width,attack_angle_deg,measured_robustness,measured_mean_return,measured_worst_terrain_return,measured_std_across_terrains,cardboard_measured_mean,carpet_measured_mean,cardboard_rollouts,carpet_rollouts,critic_robustness,critic_lcb_robustness,cardboard_critic_q,carpet_critic_q,cardboard_critic_lcb_q,carpet_critic_lcb_q,cardboard_q1_mean,cardboard_q2_mean,carpet_q1_mean,carpet_q2_mean,cardboard_q_disagreement,carpet_q_disagreement,cardboard_state_uncertainty,carpet_state_uncertainty,mean_q_disagreement,mean_state_uncertainty,calibration_base,local_residual,local_residual_correction,calibrated_score,calibration_known_distance,measured_rank,critic_rank,critic_lcb_rank,calibrated_rank,row_type,proposal_checkpoint,proposal_tag,proposal_index,source,full_design,objective,objective_score,proposal_score,known_distance,best_measured_distance,critic_clipped_width,critic_clipped_angle,checkpoint_clip_distance,outside_checkpoint_bounds,iteration,particle,normalized_width,normalized_angle,cost,cardboard_q,carpet_q,cardboard_lcb_q,carpet_lcb_q
,,,,0.46135973930358887,3.954512051173619,42.69965362548828,,,,,,,,,2.700200319290161,2.678179085254669,,,,,2.437354564666748,2.4027743339538574,3.5924782752990723,3.72157883644104,0.034580230712890625,0.12910056114196777,0.03503920137882233,0.014379785396158695,0.0818403959274292,0.024709492921829224,12.951620370982404,0.04635888710618019,0.03476916532963514,12.98638953631204,0.3833504319190979,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,12.98638953631204,12.98638953631204,0.3833504319190979,0.7314656972885132,0.46135973930358887,30.0,0.28221452236175537,True,0,5,0.2482457160949707,0.9488811492919922,-12.98638953631204,2.4027743339538574,3.5924782752990723,2.385369475930929,3.5566081886645406
,,,,0.7337043285369873,6.288894244602748,4.3154072761535645,,,,,,,,,2.1846733689308167,2.17137548327446,,,,,1.7987706661224365,1.7800617218017578,3.442995548248291,3.398507833480835,0.01870894432067871,0.044487714767456055,0.026189448311924934,0.03358244150876999,0.03159832954406738,0.029885943979024887,2.835125240023153,-5.028075695037842,-3.7710567712783813,-0.9359315312552283,0.186148002743721,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,-0.9359315312552283,-0.9359315312552283,0.186148002743721,0.6254844069480896,0.7337043285369873,4.3154072761535645,0.0,False,0,6,0.6672374606132507,0.09589793533086777,0.9359315312552283,1.7800617218017578,3.398507833480835,1.768837123643607,3.3789902944117785
,,,,0.5871957540512085,5.033106463296073,39.891597747802734,,,,,,,,,2.6167168021202087,2.6033912897109985,,,,,2.3949880599975586,2.3820719718933105,3.3208017349243164,3.371046304702759,0.012916088104248047,0.05024456977844238,0.03461768478155136,0.020359542220830917,0.031580328941345215,0.02748861350119114,11.458753377700333,0.08596764504909515,0.06447573378682137,11.523229111487154,0.2294655740261078,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,11.523229111487154,11.523229111487154,0.2294655740261078,0.5290625691413879,0.5871957540512085,30.0,0.2198132872581482,True,0,7,0.44183966517448425,0.886479914188385,-11.523229111487154,2.38202166557312,3.3208017349243164,2.3701382223516703,3.303150706924498
,,,,0.7533447742462158,6.457240922110421,14.691279411315918,,,,,,,,,2.080917179584503,2.058170199394226,,,,,1.8372836112976074,1.8653291463851929,2.9573307037353516,2.8118174076080322,0.02804553508758545,0.14551329612731934,0.029156919568777084,0.04682929068803787,0.08677941560745239,0.03799310326576233,0.575392478261989,-0.38355228304862976,-0.2876642122864723,0.2877282659755167,0.3776160180568695,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,0.2877282659755167,0.2877282659755167,0.3776160180568695,0.40821290016174316,0.7533447742462158,14.691279411315918,0.0,False,0,8,0.697453498840332,0.3264728784561157,-0.2877282659755167,1.8372836112976074,2.8118174076080322,1.8229829976335168,2.763731760904193
,,,,0.7770532965660095,6.660456827708653,9.906073570251465,,,,,,,,,2.039657235145569,2.0171597003936768,,,,,1.7473206520080566,1.778484582901001,3.0556581020355225,2.9166669845581055,0.031163930892944336,0.138991117477417,0.02691197767853737,0.04674158990383148,0.08507752418518066,0.036826781928539276,-0.24323334017382336,-1.022763729095459,-0.7670727968215942,-1.0103061369954176,0.2902355492115021,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,-1.0103061369954176,-1.0103061369954176,0.2902355492115021,0.4849410653114319,0.7770532965660095,9.906073570251465,0.0,False,0,9,0.7339281439781189,0.22013495862483978,1.0103061369954176,1.7473206520080566,2.9166669845581055,1.7328016748651862,2.8702338077127934
,,,,0.353036493062973,3.0260270833969116,7.1953020095825195,,,,,,,,,2.6173256039619446,2.6008996963500977,,,,,2.136032819747925,2.0857741832733154,4.2270917892456055,4.215287685394287,0.050258636474609375,0.01180410385131836,0.0282033272087574,0.015628235414624214,0.031031370162963867,0.021915782243013382,11.409017756237901,-4.268313407897949,-3.201235055923462,8.20778270031444,0.4551108181476593,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,8.20778270031444,8.20778270031444,0.4551108181476593,0.9822980165481567,0.44999998807907104,7.1953020095825195,0.14917461574077606,True,0,10,0.0815945714712143,0.15989559888839722,-8.20778270031444,2.0857741832733154,4.21198034286499,2.0661586923524737,4.205122258048505
,,,,0.5210651159286499,4.46627242224557,20.933691024780273,,,,,,,,,2.4206525087356567,2.411276936531067,,,,,2.0959293842315674,2.1035892963409424,3.3973922729492188,3.403355121612549,0.007659912109375,0.005962848663330078,0.02941851131618023,0.03280986472964287,0.006811380386352539,0.031114187091588974,7.623887344905128,-1.238564372062683,-0.9289232790470123,6.694964065858116,0.2620662450790405,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,6.694964065858116,6.694964065858116,0.2620662450790405,0.6168091297149658,0.5210651159286499,20.933691024780273,0.0,False,0,11,0.3401001989841461,0.46519315242767334,-6.694964065858116,2.095573902130127,3.395888328552246,2.086304296273738,3.386195150204003
,,,,0.47317367792129517,4.05577438218253,36.709938049316406,,,,,,,,,2.689102351665497,2.6675344109535217,,,,,2.4316952228546143,2.397535800933838,3.563802480697632,3.6864242553710938,0.03415942192077637,0.12262177467346191,0.0351627916097641,0.01450106780976057,0.07839059829711914,0.024831930175423622,12.739138069519974,-0.2638288140296936,-0.1978716105222702,12.541266458997704,0.2836292088031769,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,12.541266458997704,12.541266458997704,0.2836292088031769,0.6733726263046265,0.47317367792129517,30.0,0.14910972118377686,True,0,12,0.26642102003097534,0.8157764077186584,-12.541266458997704,2.397535800933838,3.563802480697632,2.3802052475512028,3.529521770076826
,,,,0.42564135789871216,3.6483544962746755,5.826108455657959,,,,,,,,,2.652118504047394,2.6353179216384888,,,,,2.1549243927001953,2.101524591445923,4.317499160766602,4.309380054473877,0.05339980125427246,0.00811910629272461,0.02776118367910385,0.01721036620438099,0.030759453773498535,0.022485774010419846,12.09605274806865,-5.526869773864746,-4.14515233039856,7.950900417670091,0.3400121331214905,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,7.950900417670091,7.950900417670091,0.3400121331214905,0.9061808586120605,0.44999998807907104,5.826108455657959,0.03747481107711792,True,0,13,0.19329439103603363,0.12946908175945282,-7.950900417670091,2.101524591445923,4.303900718688965,2.0812343452125788,4.2975683505646884
,,,,0.3595820963382721,3.0821322543280463,26.93556022644043,,,,,,,,,2.6343973875045776,2.6171275973320007,,,,,2.33648419380188,2.318575143814087,3.58186411857605,3.678791046142578,0.01790904998779297,0.09692692756652832,0.03486745059490204,0.021062955260276794,0.057417988777160645,0.027965202927589417,11.7329489213434,-1.0195822715759277,-0.7646867036819458,10.968262217661454,0.4215641915798187,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,10.968262217661454,10.968262217661454,0.4215641915798187,0.8341963887214661,0.44999998807907104,26.93556022644043,0.1391044557094574,True,0,14,0.09166475385427475,0.5985680222511292,-10.968262217661454,2.318575143814087,3.58186411857605,2.305381018668413,3.5523666478693485
,,,,0.8555822372436523,7.33356203351702,27.07295799255371,,,,,,,,,2.4998168349266052,2.4898197054862976,,,,,2.374255895614624,2.3566226959228516,2.938256025314331,2.9371514320373535,0.01763319969177246,0.001104593276977539,0.027398524805903435,0.023750556632876396,0.009368896484375,0.025574540719389915,9.19170875857116,6.557773590087891,4.918330192565918,14.110038951137078,0.09434287250041962,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,14.110038951137078,14.110038951137078,0.09434287250041962,0.09434287250041962,0.8555822372436523,27.07295799255371,0.0,False,0,15,0.8547419309616089,0.6016212701797485,-14.110038951137078,2.356579065322876,2.9295296669006348,2.345321134198457,2.9233158794231713
,,,,0.9057924151420593,7.763934986931937,32.61516189575195,,,,,,,,,2.6458981037139893,2.631127119064331,,,,,2.5428006649017334,2.5180280208587646,3.0311625003814697,3.07204532623291,0.02477264404296875,0.04088282585144043,0.027830852195620537,0.037642043083906174,0.03282773494720459,0.03273644670844078,12.012398579726863,7.202308654785156,5.401731491088867,17.41413007081573,0.058793988078832626,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,17.41413007081573,17.41413007081573,0.058793988078832626,0.058793988078832626,0.8999999761581421,30.0,0.058793988078832626,True,0,16,0.9319883584976196,0.724781334400177,-17.41413007081573,2.5180280208587646,3.029508352279663,2.5048771467991173,3.0098771350458264
,,,,0.8593583106994629,7.365928377423967,41.8202018737793,,,,,,,,,2.6161468029022217,2.601517379283905,,,,,2.5049638748168945,2.4801762104034424,3.0240671634674072,3.0659945011138916,0.02478766441345215,0.041927337646484375,0.027217835187911987,0.036127761006355286,0.03335750102996826,0.031672798097133636,11.421347554936894,4.3760175704956055,3.282013177871704,14.703360732808598,0.2700103223323822,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,14.703360732808598,14.703360732808598,0.2700103223323822,0.2700103223323822,0.8593583106994629,30.0,0.2626711130142212,True,0,17,0.8605512976646423,0.9293377995491028,-14.703360732808598,2.4801762104034424,3.0240585803985596,2.4671748355031013,3.0045448057353497
,,,,0.6550209522247314,5.614465304783412,42.195281982421875,,,,,,,,,2.5948475003242493,2.586944878101349,,,,,2.3929669857025146,2.391525983810425,3.209975242614746,3.2181031703948975,0.0014410018920898438,0.008127927780151367,0.028739750385284424,0.027775242924690247,0.0047844648361206055,0.028257496654987335,11.130460440711161,0.7921105623245239,0.5940829217433929,11.724543362454554,0.2737264037132263,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,11.724543362454554,11.724543362454554,0.2737264037132263,0.46421018242836,0.6550209522247314,30.0,0.2710062265396118,True,0,18,0.5461860299110413,0.9376729726791382,-11.724543362454554,2.389852285385132,3.2098336219787598,2.3823070973157883,3.2008578293025494
,,,,0.6217421293258667,5.329218251364572,12.319793701171875,,,,,,,,,2.2139241695404053,2.199988156557083,,,,,1.8523058891296387,1.872562050819397,3.3457722663879395,3.298779010772705,0.0202561616897583,0.046993255615234375,0.028208188712596893,0.030588703230023384,0.03362470865249634,0.029398445039987564,3.406273449736723,-4.162752628326416,-3.122064471244812,0.28420897849191107,0.27406781911849976,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,0.28420897849191107,0.28420897849191107,0.27406781911849976,0.5810555219650269,0.6217421293258667,12.319793701171875,0.0,False,0,19,0.49498793482780457,0.273773193359375,-0.28420897849191107,1.8523058891296387,3.298779010772705,1.8401898015290499,3.2793835210613906
,,,,0.5936561822891235,5.088481562478202,29.9267520904541,,,,,,,,,2.6120790243148804,2.599586069583893,,,,,2.3908889293670654,2.3805196285247803,3.307237148284912,3.352902889251709,0.010369300842285156,0.045665740966796875,0.03402413800358772,0.021042998880147934,0.028017520904541016,0.02753356844186783,11.382795963945412,-0.7177951335906982,-0.5383463501930237,10.844449613752388,0.05593722686171532,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,10.844449613752388,10.844449613752388,0.05593722686171532,0.47130098938941956,0.5936561822891235,29.9267520904541,0.0,False,0,20,0.45177870988845825,0.6650389432907104,-10.844449613752388,2.380359649658203,3.307237148284912,2.369261289946735,3.290559963323176
,,,,0.515079140663147,4.414964062826974,40.65542984008789,,,,,,,,,2.6556045413017273,2.63619726896286,,,,,2.4148361682891846,2.3856093883514404,3.4655895233154297,3.564617872238159,0.02922677993774414,0.09902834892272949,0.03623923286795616,0.015090567991137505,0.06412756443023682,0.02566489949822426,12.113605726955669,0.00905565544962883,0.0067917415872216225,12.12039746854289,0.29551130533218384,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,12.12039746854289,12.12039746854289,0.29551130533218384,0.637771487236023,0.515079140663147,30.0,0.2367873191833496,True,0,21,0.3308909237384796,0.9034540057182312,-12.12039746854289,2.3856093883514404,3.4655895233154297,2.3692428851500154,3.437059794086963
,,,,0.4670982360839844,4.003699166434152,15.292275428771973,,,,,,,,,2.464034914970398,2.45195209980011,,,,,2.065572500228882,2.045599937438965,3.7194948196411133,3.7383241653442383,0.019972562789916992,0.018829345703125,0.030607540160417557,0.022755688056349754,0.019400954246520996,0.02668161317706108,8.435819402125027,-2.930311441421509,-2.1977335810661316,6.238085821058895,0.4118649363517761,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,6.238085821058895,6.238085821058895,0.4118649363517761,0.7418780326843262,0.4670982360839844,15.292275428771973,0.0,False,0,22,0.25707417726516724,0.33982834219932556,-6.238085821058895,2.045599937438965,3.7193398475646973,2.032954911701381,3.7089435891248286
,,,,0.4682547152042389,4.0136118446077615,15.995092391967773,,,,,,,,,2.4590563774108887,2.447267532348633,,,,,2.065812587738037,2.0500686168670654,3.6861648559570312,3.7104880809783936,0.01574397087097168,0.024323225021362305,0.030544297769665718,0.02543281391263008,0.020033597946166992,0.027988556772470474,8.342309009483088,-2.70401930809021,-2.0280144810676575,6.314294528415431,0.39847055077552795,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,6.314294528415431,6.314294528415431,0.39847055077552795,0.7335195541381836,0.4682547152042389,15.995092391967773,0.0,False,0,23,0.25885340571403503,0.3554464876651764,-6.314294528415431,2.0500526428222656,3.686067581176758,2.0384805756621063,3.6736285714432597
,,,,0.3032645285129547,2.5994102443967546,28.28720474243164,,,,,,,,,2.6671836376190186,2.6476665139198303,,,,,2.383563756942749,2.3579089641571045,3.5950076580047607,3.707401990890503,0.02565479278564453,0.11239433288574219,0.03490849584341049,0.018191933631896973,0.06902456283569336,0.026550214737653732,12.342547589858015,-1.016326665878296,-0.7622449994087219,11.580302590449293,0.5041089057922363,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,11.580302590449293,11.580302590449293,0.5041089057922363,0.9188432693481445,0.44999998807907104,28.28720474243164,0.22574687004089355,True,0,24,0.005022333934903145,0.628604531288147,-11.580302590449293,2.3579089641571045,3.5950076580047607,2.3427681419998407,3.562361091375351
,,,,0.48354876041412354,4.144703660692487,3.063946008682251,,,,,,,,,2.6599528193473816,2.6423317790031433,,,,,2.146111488342285,2.0910165309906006,4.374271392822266,4.382987976074219,0.05509495735168457,0.008716583251953125,0.0268540158867836,0.027372023090720177,0.03190577030181885,0.027113020420074463,12.236058962707865,-7.323000431060791,-5.492250323295593,6.743808639412272,0.23537276685237885,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,6.743808639412272,6.743808639412272,0.23537276685237885,0.8768044114112854,0.48354876041412354,3.063946008682251,0.0,False,0,25,0.28238269686698914,0.06808768957853317,-6.743808639412272,2.0910165309906006,4.366761207580566,2.0705292876809835,4.357739055994898
,,,,0.7009388208389282,6.0080470357622415,7.9346842765808105,,,,,,,,,2.149698793888092,2.136046826839447,,,,,1.783402919769287,1.7936842441558838,3.3212597370147705,3.2487049102783203,0.01028132438659668,0.0725548267364502,0.026640962809324265,0.0351131446659565,0.04141807556152344,0.03087705373764038,2.1299167935723418,-5.205552101135254,-3.9041640758514404,-1.7742472822790987,0.20736873149871826,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,-1.7742472822790987,-1.7742472822790987,0.20736873149871826,0.5781189203262329,0.7009388208389282,7.9346842765808105,0.0,False,0,26,0.616828978061676,0.17632631957530975,1.7742472822790987,1.7833635807037354,3.2487049102783203,1.7741330089047551,3.2217879174277186
,,,,0.4978524446487427,4.2673066684177945,19.839906692504883,,,,,,,,,2.4350866079330444,2.426285982131958,,,,,2.085308313369751,2.0894055366516113,3.487987756729126,3.4991211891174316,0.0040972232818603516,0.011133432388305664,0.02886895276606083,0.03077644854784012,0.007615327835083008,0.0298226997256279,7.923488484574392,-1.568495512008667,-1.1763716340065002,6.747116850567892,0.3038240075111389,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,6.747116850567892,6.747116850567892,0.3038240075111389,0.6585986018180847,0.4978524446487427,19.839906692504883,0.0,False,0,27,0.3043883740901947,0.44088682532310486,-6.747116850567892,2.0844550132751465,3.4869813919067383,2.076213469263166,3.476503921672702
,,,,0.39763152599334717,3.4082702228001183,9.806798934936523,,,,,,,,,2.557907819747925,2.541467845439911,,,,,2.106950283050537,2.060086250305176,4.065313816070557,4.0520429611206055,0.04686403274536133,0.013270854949951172,0.030258851125836372,0.01840333268046379,0.03006744384765625,0.024331092834472656,10.222676483193283,-4.180507659912109,-3.135380744934082,7.087295738259201,0.4186789393424988,,,,,pso_particle,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,,,,calibrated,7.087295738259201,7.087295738259201,0.4186789393424988,0.8937005996704102,0.44999998807907104,9.806798934936523,0.08056686818599701,True,0,28,0.15020233392715454,0.21792885661125183,-7.087295738259201,2.060086250305176,4.051372528076172,2.0408055293373764,4.043453981168568
