terrain_block,terrain,episodes,first_episode,last_episode,mean_reward,median_reward,std_reward,best_reward,worst_reward,mean_progress_cm,mean_raw_progress_cm,mean_steps,mean_no_progress_steps,mean_backward_steps,mean_delta_x,mean_delta_y
0,cardboard,30,0,29,23.91127365426899,25.914261907548024,8.54884477096682,33.43851213219289,-6.536168112090703,48.410684180540976,49.21336521821407,175.0,23.933333333333334,0.0,0.029486298561096195,-0.5161362467294869
1,carpet,30,30,59,17.994548113724814,17.40688599885916,2.9890359303602723,24.20200386652528,9.985595289459736,38.05273073511791,38.35649108242554,175.0,22.333333333333332,0.0,-0.16741308371225996,-0.39859220295911657
