update,replay_size,qf1_loss,qf2_loss,policy_loss,alpha,alpha_loss,target_entropy_internal,target_entropy_paper,q_target_mean,q_target_std,policy_mean_abs,policy_log_std_mean,train_update
1,41831,7.275561332702637,3.9280781745910645,-20.29389762878418,0.0188679751008749,-0.37634438276290894,-9.0,9.0,20.269826889038086,19.392160415649414,1.5564701557159424,-0.56990647315979,5123
2,41831,12.04591178894043,11.534136772155762,-19.586450576782227,0.018876079469919205,0.9033325910568237,-9.0,9.0,20.83663558959961,19.279722213745117,1.59847092628479,-0.5478697419166565,5124
3,41831,5.446557521820068,2.8118886947631836,-20.201797485351562,0.01888963021337986,1.5663305521011353,-9.0,9.0,21.358253479003906,20.499738693237305,1.6035362482070923,-0.5363573431968689,5125
4,41831,3.9555299282073975,3.259448528289795,-21.669292449951172,0.018896017223596573,-0.7155390977859497,-9.0,9.0,21.681415557861328,19.982351303100586,1.6063469648361206,-0.5185947418212891,5126
5,41831,4.097577095031738,4.7786970138549805,-23.403549194335938,0.018897157162427902,-0.8001868724822998,-9.0,9.0,22.852331161499023,20.59665298461914,1.6041786670684814,-0.51890629529953,5127
6,41831,3.376861095428467,2.934354782104492,-21.87622833251953,0.018893517553806305,-1.0973669290542603,-9.0,9.0,21.12392807006836,19.329814910888672,1.6058599948883057,-0.49883508682250977,5128
7,41831,2.9308643341064453,2.978860855102539,-21.001249313354492,0.01888379454612732,-3.592747211456299,-9.0,9.0,21.08216667175293,19.663246154785156,1.570210337638855,-0.49971601366996765,5129
8,41831,2.467055082321167,2.4508163928985596,-22.38524627685547,0.01887786015868187,1.1228845119476318,-9.0,9.0,22.567428588867188,20.404603958129883,1.6327754259109497,-0.48201054334640503,5130
9,41831,2.2461724281311035,2.4305992126464844,-24.8016300201416,0.018876371905207634,1.7698876857757568,-9.0,9.0,24.968299865722656,22.00147247314453,1.6791436672210693,-0.48034173250198364,5131
10,41831,2.6360740661621094,1.6900194883346558,-23.894800186157227,0.018871556967496872,-2.047215461730957,-9.0,9.0,23.786888122558594,20.101350784301758,1.5718743801116943,-0.47467851638793945,5132
11,41831,2.305265426635742,1.5934638977050781,-20.597637176513672,0.018868640065193176,0.7813095450401306,-9.0,9.0,20.371633529663086,20.1184024810791,1.67518150806427,-0.46042531728744507,5133
12,41831,1.7037694454193115,1.6844775676727295,-23.85306167602539,0.01886681839823723,0.46111708879470825,-9.0,9.0,23.221742630004883,20.227441787719727,1.6244174242019653,-0.4618259072303772,5134
13,41831,1.8417065143585205,1.4512014389038086,-22.880615234375,0.01886594109237194,0.44232282042503357,-9.0,9.0,22.03692626953125,19.54351043701172,1.6443732976913452,-0.45692580938339233,5135
14,41831,1.9247037172317505,1.463325023651123,-23.544822692871094,0.018860679119825363,-3.0766029357910156,-9.0,9.0,22.771434783935547,20.50543212890625,1.5997453927993774,-0.4322345554828644,5136
15,41831,5.573153972625732,5.367160320281982,-22.92824363708496,0.01885169744491577,-4.175528526306152,-9.0,9.0,22.314191818237305,19.983226776123047,1.5891125202178955,-0.4383583664894104,5137
16,41831,1.8995813131332397,1.8463163375854492,-21.754825592041016,0.018840424716472626,-3.410120725631714,-9.0,9.0,21.437191009521484,19.419633865356445,1.5592737197875977,-0.430173397064209,5138
17,41831,1.6940841674804688,1.4133306741714478,-19.489221572875977,0.018827874213457108,-2.5578935146331787,-9.0,9.0,19.304546356201172,18.632675170898438,1.569271206855774,-0.4123658537864685,5139
18,41831,1.447763204574585,1.0717639923095703,-22.742130279541016,0.018814146518707275,-2.746093273162842,-9.0,9.0,22.359020233154297,20.09823226928711,1.5908609628677368,-0.4173387885093689,5140
19,41831,1.367629051208496,1.3745312690734863,-21.245088577270508,0.018798915669322014,-6.317834854125977,-9.0,9.0,20.628440856933594,19.420127868652344,1.5449789762496948,-0.4176636338233948,5141
20,41831,1.363561987876892,1.2123534679412842,-21.323593139648438,0.01878250576555729,-4.203848838806152,-9.0,9.0,20.638959884643555,18.464786529541016,1.553772211074829,-0.41554903984069824,5142
21,41831,1.4023563861846924,1.2199875116348267,-22.908926010131836,0.01876603625714779,-2.0221927165985107,-9.0,9.0,22.08987808227539,19.772695541381836,1.6035335063934326,-0.4128076136112213,5143
22,41831,1.8301924467086792,1.3418508768081665,-24.418563842773438,0.018748613074421883,-4.5806355476379395,-9.0,9.0,23.624427795410156,19.262243270874023,1.5504635572433472,-0.41924920678138733,5144
23,41831,1.5133188962936401,1.2796827554702759,-24.04210090637207,0.018730420619249344,-4.447949409484863,-9.0,9.0,23.221921920776367,20.381200790405273,1.5454320907592773,-0.41540512442588806,5145
24,41831,1.1999928951263428,1.1070170402526855,-22.623401641845703,0.018711982294917107,-2.969569683074951,-9.0,9.0,22.13095474243164,19.4880428314209,1.605216145515442,-0.4185054302215576,5146
25,41831,1.2176793813705444,1.0608656406402588,-22.96170997619629,0.01869298703968525,-3.857060194015503,-9.0,9.0,22.474414825439453,20.660953521728516,1.5985653400421143,-0.41251444816589355,5147
26,41831,1.064821481704712,0.9356337189674377,-24.1168212890625,0.0186748169362545,-1.241584300994873,-9.0,9.0,23.343830108642578,20.547204971313477,1.6199952363967896,-0.42832931876182556,5148
27,41831,1.3275361061096191,1.254859447479248,-23.145431518554688,0.01865817978978157,-0.12493312358856201,-9.0,9.0,22.225894927978516,20.349992752075195,1.6434621810913086,-0.4303021728992462,5149
28,41831,1.2524179220199585,1.1468628644943237,-23.77981185913086,0.018642187118530273,-1.1535015106201172,-9.0,9.0,22.756732940673828,20.18993377685547,1.600204348564148,-0.42701640725135803,5150
29,41831,1.0943292379379272,1.002838134765625,-25.482738494873047,0.018629061058163643,1.6710927486419678,-9.0,9.0,24.615116119384766,20.67965316772461,1.6597906351089478,-0.42982643842697144,5151
30,41831,0.9651846885681152,0.8265678882598877,-23.101680755615234,0.01861671917140484,-0.5025975704193115,-9.0,9.0,22.129409790039062,20.27269744873047,1.609466791152954,-0.4365239143371582,5152
31,41831,1.1304457187652588,1.0939233303070068,-23.06850814819336,0.0186044629663229,-1.333923578262329,-9.0,9.0,22.038625717163086,19.41578483581543,1.6200593709945679,-0.4247206747531891,5153
32,41831,1.3670345544815063,1.258390188217163,-26.703401565551758,0.018593979999423027,0.8051844239234924,-9.0,9.0,25.582975387573242,19.750301361083984,1.6350499391555786,-0.44386911392211914,5154
33,41831,1.1720356941223145,1.0256474018096924,-22.060510635375977,0.0185843538492918,-0.10355842113494873,-9.0,9.0,21.151247024536133,19.49040412902832,1.6385897397994995,-0.4333827793598175,5155
34,41831,1.023634910583496,0.8289933800697327,-24.39216423034668,0.018578603863716125,3.4060354232788086,-9.0,9.0,23.648117065429688,20.504907608032227,1.7033737897872925,-0.427783727645874,5156
35,41831,0.9462497234344482,0.8081977963447571,-22.31189727783203,0.018576694652438164,7.194309711456299,-9.0,9.0,21.401960372924805,19.801843643188477,1.7586179971694946,-0.43745678663253784,5157
36,41831,0.7642551064491272,0.7780275344848633,-25.297380447387695,0.0185780581086874,4.295479774475098,-9.0,9.0,24.223241806030273,21.150407791137695,1.716650366783142,-0.4450882375240326,5158
37,41831,1.0193384885787964,0.9689384698867798,-24.151819229125977,0.01858137734234333,2.764587163925171,-9.0,9.0,23.023406982421875,21.4172306060791,1.6716052293777466,-0.4473729133605957,5159
38,41831,2.1640303134918213,1.81820809841156,-23.768875122070312,0.018587211146950722,3.9204862117767334,-9.0,9.0,22.80641746520996,20.73837661743164,1.6970287561416626,-0.44295263290405273,5160
39,41831,5.678161144256592,5.7487993240356445,-22.841386795043945,0.018595101311802864,3.7236709594726562,-9.0,9.0,21.70590591430664,19.69466781616211,1.696043848991394,-0.45063871145248413,5161
40,41831,1.402822494506836,1.1912235021591187,-24.477846145629883,0.018604932352900505,6.402173042297363,-9.0,9.0,23.729494094848633,20.854251861572266,1.7460488080978394,-0.4454047381877899,5162
41,41831,1.408569574356079,1.3384348154067993,-23.03940773010254,0.01861644722521305,5.410932540893555,-9.0,9.0,22.123315811157227,19.850217819213867,1.6867074966430664,-0.45969724655151367,5163
42,41831,7.525266170501709,7.1725077629089355,-24.263282775878906,0.018629420548677444,7.789768218994141,-9.0,9.0,23.750757217407227,20.615848541259766,1.7452465295791626,-0.45858171582221985,5164
43,41831,1.2459938526153564,1.0696384906768799,-23.01166534423828,0.018643666058778763,8.214427947998047,-9.0,9.0,21.980743408203125,20.790952682495117,1.7468101978302002,-0.4665030837059021,5165
44,41831,1.3904743194580078,1.0271731615066528,-22.878604888916016,0.018659017980098724,4.730586528778076,-9.0,9.0,21.630441665649414,19.458890914916992,1.6885391473770142,-0.4463488757610321,5166
45,41831,0.954035758972168,0.7765991687774658,-24.236879348754883,0.01867532916367054,3.974717140197754,-9.0,9.0,23.223581314086914,21.116310119628906,1.6628683805465698,-0.46288442611694336,5167
46,41831,1.023836374282837,0.9593050479888916,-23.316617965698242,0.018692482262849808,4.387882232666016,-9.0,9.0,22.44367790222168,20.550018310546875,1.680499792098999,-0.4564554989337921,5168
47,41831,1.1188759803771973,0.9592846035957336,-22.582517623901367,0.01871037669479847,5.045501232147217,-9.0,9.0,21.881404876708984,19.783607482910156,1.6956490278244019,-0.45892366766929626,5169
48,41831,0.8889426589012146,0.8007939457893372,-24.868804931640625,0.018728911876678467,5.457494258880615,-9.0,9.0,24.06473731994629,20.729398727416992,1.6831432580947876,-0.4748806953430176,5170
49,41831,0.9374529123306274,0.9304614067077637,-21.350826263427734,0.018748009577393532,4.053129196166992,-9.0,9.0,20.701416015625,19.50743293762207,1.6769129037857056,-0.4459269642829895,5171
50,41831,0.6388413310050964,0.6878657937049866,-22.835105895996094,0.01876751333475113,3.7960126399993896,-9.0,9.0,21.942224502563477,20.175031661987305,1.6595125198364258,-0.4631217122077942,5172
51,41831,0.8345592021942139,0.7982571125030518,-22.875110626220703,0.018787458539009094,8.263001441955566,-9.0,9.0,22.01197052001953,20.783021926879883,1.7529741525650024,-0.46636563539505005,5173
52,41831,0.8528656363487244,0.7256112098693848,-21.93816375732422,0.0188077874481678,6.535391807556152,-9.0,9.0,21.139747619628906,19.977094650268555,1.7349894046783447,-0.47989925742149353,5174
53,41831,0.7188724279403687,0.5871757864952087,-19.982421875,0.01882845163345337,8.32248592376709,-9.0,9.0,19.267314910888672,18.870800018310547,1.7696577310562134,-0.4493587613105774,5175
54,41831,0.9677037596702576,0.8827872276306152,-22.43516731262207,0.018849410116672516,11.087966918945312,-9.0,9.0,21.724308013916016,20.612077713012695,1.789827585220337,-0.4857500195503235,5176
55,41831,1.2001901865005493,1.119170069694519,-20.520923614501953,0.018870625644922256,10.872648239135742,-9.0,9.0,20.00775146484375,20.224933624267578,1.8153562545776367,-0.4799363315105438,5177
56,41831,0.9869940280914307,0.8321365714073181,-24.645118713378906,0.018892060965299606,12.74152946472168,-9.0,9.0,23.908658981323242,21.11612319946289,1.8481765985488892,-0.4946984648704529,5178
57,41831,1.0673984289169312,1.0821962356567383,-23.63512420654297,0.018913690000772476,14.31312370300293,-9.0,9.0,22.80071449279785,20.34343910217285,1.880202293395996,-0.5071295499801636,5179
58,41831,1.131088376045227,1.0406312942504883,-23.811573028564453,0.01893548294901848,14.76202392578125,-9.0,9.0,22.900516510009766,21.716028213500977,1.8596417903900146,-0.509264349937439,5180
59,41831,0.8481546640396118,0.8528348803520203,-22.066247940063477,0.018957417458295822,15.605494499206543,-9.0,9.0,20.96161460876465,19.58292007446289,1.9058020114898682,-0.504490852355957,5181
60,41831,0.9281970262527466,0.7996535301208496,-24.321910858154297,0.018979478627443314,10.20568561553955,-9.0,9.0,23.10279655456543,21.172765731811523,1.811920404434204,-0.4901130199432373,5182
61,41831,0.7293389439582825,0.6257592439651489,-24.258892059326172,0.01900164596736431,8.882927894592285,-9.0,9.0,23.242124557495117,20.302627563476562,1.7881399393081665,-0.4769790768623352,5183
62,41831,0.981575071811676,0.8831835985183716,-24.84238624572754,0.019023902714252472,11.087303161621094,-9.0,9.0,23.70407485961914,21.91671371459961,1.814836859703064,-0.48130542039871216,5184
63,41831,0.9113434553146362,0.8952580690383911,-23.67034912109375,0.01904623582959175,10.583789825439453,-9.0,9.0,22.47607421875,20.243938446044922,1.8065193891525269,-0.4835505187511444,5185
64,41831,0.7869874835014343,0.804600715637207,-23.26791000366211,0.019068604335188866,3.8958396911621094,-9.0,9.0,21.990482330322266,19.638505935668945,1.7087252140045166,-0.4591699540615082,5186
65,41831,0.5311121344566345,0.5165331363677979,-25.243633270263672,0.019091030582785606,4.034155368804932,-9.0,9.0,24.02115821838379,20.22905731201172,1.74871826171875,-0.46346887946128845,5187
66,41831,0.8949885368347168,0.7797520160675049,-21.882648468017578,0.019113507121801376,6.391504287719727,-9.0,9.0,20.517688751220703,19.424402236938477,1.7436468601226807,-0.44576409459114075,5188
67,41831,0.8597078323364258,0.753501296043396,-22.931262969970703,0.019135110080242157,2.1130714416503906,-9.0,9.0,21.778894424438477,20.86338996887207,1.6923511028289795,-0.4285048544406891,5189
68,41831,7.304474830627441,6.585596084594727,-24.39492416381836,0.019156327471137047,2.881197929382324,-9.0,9.0,23.295988082885742,20.820430755615234,1.7046586275100708,-0.44827261567115784,5190
69,41831,4.990832328796387,4.860538005828857,-23.07552719116211,0.019177721813321114,3.9388952255249023,-9.0,9.0,21.760269165039062,20.064363479614258,1.7072232961654663,-0.45053914189338684,5191
70,41831,0.7705977559089661,0.8773157000541687,-23.310348510742188,0.01919860579073429,2.601591110229492,-9.0,9.0,21.646038055419922,20.488662719726562,1.721215009689331,-0.45370981097221375,5192
71,41831,1.0103999376296997,0.9168565273284912,-23.84394645690918,0.019219649955630302,3.811689853668213,-9.0,9.0,22.02694320678711,19.352224349975586,1.7080694437026978,-0.4539978504180908,5193
72,41831,0.8556298017501831,0.7372749447822571,-23.766796112060547,0.019239705055952072,1.6526942253112793,-9.0,9.0,22.082353591918945,18.392107009887695,1.6730194091796875,-0.45709726214408875,5194
73,41831,0.8533132076263428,0.8472003936767578,-24.930082321166992,0.019259236752986908,2.316053628921509,-9.0,9.0,23.301959991455078,19.25646209716797,1.686580777168274,-0.4632627069950104,5195
74,41831,0.8817909955978394,0.8630786538124084,-24.695480346679688,0.019279152154922485,7.483057022094727,-9.0,9.0,23.07472801208496,20.220022201538086,1.7430881261825562,-0.4880301058292389,5196
75,41831,0.6602262854576111,0.6697726845741272,-23.159502029418945,0.01929941028356552,8.654128074645996,-9.0,9.0,21.424524307250977,19.651329040527344,1.7815660238265991,-0.47432371973991394,5197
