update,replay_size,qf1_loss,qf2_loss,policy_loss,alpha,alpha_loss,target_entropy_internal,target_entropy_paper,q_target_mean,q_target_std,policy_mean_abs,policy_log_std_mean,train_update
1,41831,1.2768499851226807,1.1487349271774292,-14.500523567199707,0.016246631741523743,-13.508994102478027,-9.0,9.0,14.624443054199219,17.307018280029297,1.3223543167114258,-0.5924611687660217,5123
2,41831,3.098172664642334,1.9028270244598389,-14.314571380615234,0.016230393201112747,-11.962211608886719,-9.0,9.0,15.172589302062988,16.088436126708984,1.3452519178390503,-0.582170844078064,5124
3,41831,1.2896714210510254,0.7476012706756592,-14.922138214111328,0.016214173287153244,-15.581151962280273,-9.0,9.0,15.332857131958008,16.871822357177734,1.2945066690444946,-0.5730552673339844,5125
4,41831,1.7358808517456055,1.9331588745117188,-15.659278869628906,0.016197968274354935,-16.496355056762695,-9.0,9.0,15.094293594360352,17.52651596069336,1.251263976097107,-0.5636546015739441,5126
5,41831,2.5971310138702393,1.5632967948913574,-17.765241622924805,0.01618177816271782,-11.799121856689453,-9.0,9.0,17.004011154174805,18.059919357299805,1.3485476970672607,-0.5683359503746033,5127
6,41831,0.818614661693573,0.710363507270813,-16.90664291381836,0.016165606677532196,-12.54220962524414,-9.0,9.0,16.81356430053711,18.507780075073242,1.3185304403305054,-0.54524165391922,5128
7,41831,0.7771629095077515,1.122198224067688,-16.42761993408203,0.016149450093507767,-11.781182289123535,-9.0,9.0,16.618473052978516,16.886890411376953,1.353953242301941,-0.5429549217224121,5129
8,41831,1.1539305448532104,1.0697619915008545,-18.054306030273438,0.01613331027328968,-11.856987953186035,-9.0,9.0,18.20611000061035,19.486064910888672,1.3398377895355225,-0.533180832862854,5130
9,41831,1.155093789100647,0.6298965215682983,-15.711362838745117,0.016117185354232788,-13.629846572875977,-9.0,9.0,15.910484313964844,17.62408447265625,1.294409990310669,-0.5255514979362488,5131
10,41831,0.8995246887207031,0.8157125115394592,-16.957500457763672,0.01610107719898224,-12.213038444519043,-9.0,9.0,16.7307071685791,17.819801330566406,1.3602144718170166,-0.5265671610832214,5132
