phase,policy_role,terrain,episode,episode_in_terrain,steps,episode_return,ended,terminated_by_target,truncated_by_episode_length,success,remaining_distance_cm,forward_progress_cm,final_z_cm,target_z_cm,individual_alpha,population_alpha,individual_replay_size,population_replay_size,layout,A_width_ratio,A_attack_angle_deg,B_width_ratio,B_attack_angle_deg
train,individual,carpet,1,1,175,89.67098923995584,True,False,True,False,92.82575225830078,-16.70958948135376,7.825750827789307,-85.0,0.009999999776482582,0.009999999776482582,175,175,homogeneous,0.9,0.0,0.9,0.0
train,individual,carpet,2,2,175,153.69086928610892,True,False,True,False,32.63535690307617,42.43586826324463,-52.36464309692383,-85.0,0.009999999776482582,0.009999999776482582,350,350,homogeneous,0.9,0.0,0.9,0.0
train,individual,carpet,3,3,175,125.163822138309,True,False,True,False,58.93270492553711,17.421890258789062,-26.06729507446289,-85.0,0.009999999776482582,0.009999999776482582,525,525,homogeneous,0.9,0.0,0.9,0.0
train,individual,carpet,4,4,175,144.65892200491118,True,False,True,False,32.944252014160156,42.03658485412598,-52.055747985839844,-85.0,0.009999999776482582,0.009999999776482582,700,700,homogeneous,0.9,0.0,0.9,0.0
train,individual,carpet,5,5,175,3.9587650144864863,True,False,True,False,104.47736358642578,-29.607441902160645,19.47736358642578,-85.0,0.009656078182160854,0.009656078182160854,875,875,homogeneous,0.9,0.0,0.9,0.0
