terrain_block,terrain,episodes,first_episode,last_episode,mean_reward,median_reward,std_reward,best_reward,worst_reward,mean_progress_cm,mean_raw_progress_cm,mean_steps,mean_no_progress_steps,mean_backward_steps,mean_delta_x,mean_delta_y
0,carpet,50,0,49,3.1145655011212288,6.595521631340858,11.210395233890202,12.003960004529844,-58.19914500196477,9.820887402588337,9.704171493649483,175.0,59.88,0.0,-0.43138068318367007,-0.11634113341569899
1,foam,24,50,73,-2.3474912958593035,-1.3396979287332094,5.660466017769893,12.257632020403296,-12.767209524299933,-3.302933751778321,-4.189647780731321,175.0,99.16666666666667,0.0,-0.26190296312173206,0.012889008348186825
