Episode,Run_ID,rows,selected
9,20260511_150924_048511,1,False
9,20260511_153607_598799,1,True
20,20260511_153607_598799,1,False
20,20260511_160728_402140,1,True
29,20260511_162836_213500,1,False
29,20260511_164018_778947,1,True
32,20260511_164018_778947,1,False
32,20260511_165052_870493,1,True
35,20260511_165509_654748,1,False
35,20260511_172903_784848,1,True
46,20260511_175409_079406,1,False
46,20260511_175649_413793,1,True
