phase,terrain,policy_role,episode,episode_in_terrain,step,reward,individual_alpha,population_alpha,layout,A_width_ratio,A_attack_angle_deg,B_width_ratio,B_attack_angle_deg,Target_Delta_X_Norm,Target_Delta_Y_Norm,Target_Forward_Remaining_Norm,Theta_X_Norm,Theta_Y_Norm,Theta_Z_Norm,Motor1_Norm,Motor2_Norm,Motor3_Norm,Motor4_Norm,Motor5_Norm,Motor6_Norm,Motor7_Norm,A_Width_Norm,A_Angle_Norm,B_Width_Norm,B_Angle_Norm,Delta_Width_Norm,Delta_Angle_Norm,Terrain_Carpet,Terrain_Cardboard,Motor1_Action,Motor2_Action,Motor3_Action,Motor4_Action,Motor5_Action,Motor6_Action,Motor7_Action,position_x_cm,position_y_cm,position_z_cm,orientation_x_rad,orientation_y_rad,orientation_z_rad,start_x_cm,start_y_cm,start_z_cm,dmax_cm,delta_x_cm,delta_y_cm,delta_forward_cm,forward_scale_cm,position_observation_mode,theta_x_rad,theta_y_rad,theta_z_rad,target_x_cm,target_y_cm,target_z_cm,motor1_deg,motor2_deg,motor3_deg,motor4_deg,motor5_deg,motor6_deg,motor7_deg,motor1_angle_deg,motor2_angle_deg,motor3_angle_deg,motor4_angle_deg,motor5_angle_deg,motor6_angle_deg,motor7_angle_deg,forward_curr_cm,forward_target_cm,distance_error_cm,forward_reward,yaw_reward,yaw_penalty_rad,yaw_rad,success_bonus,time_penalty,yaw_penalty_axis,terminated_by_target,truncated_by_episode_length
train,carpet,individual,1,1,1,0.21538504411996928,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00159744406118989,0.00479233218356967,-0.04153354465961456,0.0335463248193264,-0.03194888308644295,0.05271565541625023,-0.06549520790576935,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.2159067839384079,-0.032068222761154175,0.4231637716293335,-0.12962476909160614,0.9681735038757324,0.7308842539787292,0.8914628624916077,185.69650268554688,4.325806617736816,16.400394439697266,2.8982303142547607,2.290393590927124,-0.10043233633041382,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-14.87518310546875,0.19864463806152344,101.400390625,40.0,target_relative,-0.2000865936279297,-0.9968950748443604,-0.017852783203125,170.82131958007812,4.52445125579834,-85.0,-10.718849182128906,-2.460063934326172,18.53833770751953,-10.367412567138672,18.27475929260254,21.086261749267578,46.916934967041016,-10.718849182128906,-2.460063934326172,18.53833770751953,-10.367412567138672,18.27475929260254,21.086261749267578,46.916934967041016,-7.337353706359863,94.0630407333374,101.40039443969727,0.2154535665732774,0.0009314775466918723,0.9968950748443604,-0.9968950748443604,0.0,-0.001,y,False,False
train,carpet,individual,1,1,2,0.4577069579763576,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.37187957763671875,0.004966116044670343,1.0,-0.06368953734636307,-0.3173215389251709,-0.005682717077434063,-0.1948881596326828,-0.04472843557596207,0.33706068992614746,-0.18849840760231018,0.3322683572769165,0.3833865821361542,0.8530351519584656,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.598327100276947,0.008700479753315449,0.607132077217102,0.24542571604251862,0.5853910446166992,0.45559948682785034,-0.8052091598510742,181.32852172851562,4.393126010894775,12.16768741607666,3.0954504013061523,3.0179708003997803,0.000693522160872817,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-10.5072021484375,0.13132524490356445,97.16768646240234,40.0,target_relative,-0.002866506576538086,-0.2693178653717041,0.08327317237854004,170.82131958007812,4.52445125579834,-85.0,-31.365814208984375,-1.669329047203064,25.30351448059082,-10.367412567138672,18.801916122436523,26.094249725341797,-11.86102294921875,-31.365814208984375,-1.669329047203064,25.30351448059082,-10.367412567138672,18.801916122436523,26.094249725341797,-11.86102294921875,-3.104646682739258,94.0630407333374,97.16768741607666,0.23950231758786883,0.21920464038848875,0.2693178653717041,-0.2693178653717041,0.0,-0.001,y,False,False
train,carpet,individual,1,1,3,0.380589498000773,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.2626800537109375,0.00328313116915524,1.0,-0.0009124373318627477,-0.0857265368103981,0.02650667354464531,-0.5702875256538391,-0.030351437628269196,0.4600639045238495,-0.18849840760231018,0.3418530225753784,0.47444090247154236,-0.21565496921539307,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.005742259789258242,-0.13225162029266357,0.2676023542881012,0.9811617136001587,0.6364023089408875,0.8999301791191101,0.012596480548381805,186.88336181640625,4.392859935760498,14.138571739196777,3.1047115325927734,2.799295663833618,0.04645043611526489,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-16.062042236328125,0.1315913200378418,99.1385726928711,40.0,target_relative,0.006394624710083008,-0.4879934787750244,0.1290299892425537,170.82131958007812,4.52445125579834,-85.0,-2.6357827186584473,-7.380191326141357,14.05750846862793,-8.083067893981934,23.897764205932617,39.36102294921875,-1.669329047203064,-2.6357827186584473,-7.380191326141357,14.05750846862793,-8.083067893981934,23.897764205932617,39.36102294921875,-1.669329047203064,-5.075531005859375,94.0630407333374,99.13857173919678,0.22798754163328033,0.15360195636749266,0.4879934787750244,-0.4879934787750244,0.0,-0.001,y,False,False
train,carpet,individual,1,1,4,0.41743000202794495,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.4015510678291321,0.0032897829078137875,1.0,0.002035472309216857,-0.15533314645290375,0.04107151925563812,-0.04792332276701927,-0.1341852992773056,0.2555910646915436,-0.1469648778438568,0.43450480699539185,0.7156549692153931,-0.030351437628269196,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.17095692455768585,-0.3211703598499298,-0.4922383725643158,0.05916105583310127,-0.8633949160575867,-0.917822539806366,-0.10549993067979813,184.76422119140625,4.3774638175964355,12.012606620788574,3.0650014877319336,2.8806138038635254,-0.03094475157558918,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-13.942901611328125,0.1469874382019043,97.01260375976562,40.0,target_relative,-0.033315420150756836,-0.4066755771636963,0.051634788513183594,170.82131958007812,4.52445125579834,-85.0,-6.7651753425598145,-10.543130874633789,-5.623003005981445,7.292332649230957,-14.40894603729248,17.132587432861328,-3.075079917907715,-6.7651753425598145,-10.543130874633789,-5.623003005981445,7.292332649230957,-14.40894603729248,17.132587432861328,-3.075079917907715,-2.949565887451172,94.0630407333374,97.01260662078857,0.24043267517705386,0.1779973268508911,0.4066755771636963,-0.4066755771636963,0.0,-0.001,y,False,False
train,carpet,individual,1,1,5,0.5077389299944918,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.3485725522041321,0.0036746859550476074,1.0,-0.010604627430438995,-0.12944884598255157,0.016435863450169563,-0.12300318479537964,-0.1916932910680771,-0.10223641991615295,0.13258786499500275,-0.2619808316230774,0.3115015923976898,-0.055910542607307434,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.6675139665603638,0.9126189351081848,0.48978152871131897,-0.5362080931663513,0.811311662197113,0.10579124093055725,-0.4147016406059265,181.30703735351562,4.564736843109131,11.95945930480957,3.062915086746216,-3.1026077270507812,-0.028728177770972252,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-10.4857177734375,-0.040285587310791016,96.95945739746094,40.0,target_relative,-0.03540182113647461,-0.10671138763427734,0.05385136604309082,170.82131958007812,4.52445125579834,-85.0,31.980831146240234,2.723642349243164,16.34185218811035,-28.993608474731445,40.50319290161133,7.028754234313965,-20.119808197021484,31.980831146240234,2.723642349243164,16.34185218811035,-28.993608474731445,40.50319290161133,7.028754234313965,-20.119808197021484,-2.896418571472168,94.0630407333374,96.95945930480957,0.24075234628477493,0.2679865837097168,0.10671138763427734,-0.10671138763427734,0.0,-0.001,y,False,False
train,carpet,individual,1,1,6,0.5156704688983573,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.26214295625686646,-0.0010071396827697754,1.0,-0.01126874890178442,-0.033967290073633194,0.017141422256827354,0.5814696550369263,0.049520768225193024,0.29712459444999695,-0.5271565318107605,0.7364217042922974,0.1277955323457718,-0.3658146858215332,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.6993153095245361,-0.9929057955741882,-0.8724073767662048,0.8260318636894226,0.40860357880592346,0.7085503935813904,-0.4454483687877655,181.79476928710938,4.551355361938477,12.082836151123047,3.0834078788757324,-3.073697805404663,-0.06707154214382172,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-10.97344970703125,-0.02690410614013672,97.08283996582031,40.0,target_relative,-0.014909029006958008,-0.07780146598815918,0.015507936477661133,170.82131958007812,4.52445125579834,-85.0,40.23961639404297,-2.8115015029907227,-18.099040985107422,16.34185218811035,16.781150817871094,33.56230163574219,-25.654951095581055,40.23961639404297,-2.8115015029907227,-18.099040985107422,16.34185218811035,16.781150817871094,33.56230163574219,-25.654951095581055,-3.0197954177856445,94.0630407333374,97.08283615112305,0.2400109086948051,0.27665956020355226,0.07780146598815918,-0.07780146598815918,0.0,-0.001,y,False,False
train,carpet,individual,1,1,7,0.40809289271974475,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.2743362486362457,-0.0006726026767864823,1.0,-0.004745691083371639,-0.024764975532889366,0.0049363295547664165,0.7316293716430664,-0.05111820995807648,-0.3290734589099884,0.29712459444999695,0.305111825466156,0.610223650932312,-0.4664536416530609,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.06317323446273804,-0.6152947545051575,-0.28389042615890503,0.8836567401885986,-0.025519002228975296,-0.7459096312522888,-0.685331404209137,171.89590454101562,4.694219589233398,13.23403549194336,3.075273275375366,-2.582199811935425,0.017796583473682404,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-1.0745849609375,-0.1697683334350586,98.23403930664062,40.0,target_relative,-0.02304363250732422,0.4136965274810791,0.10037612915039062,170.82131958007812,4.52445125579834,-85.0,2.5479233264923096,-16.07827377319336,-12.212459564208984,46.565494537353516,-1.3178913593292236,-11.773162841796875,-35.4073486328125,2.5479233264923096,-16.07827377319336,-12.212459564208984,46.565494537353516,-1.3178913593292236,-11.773162841796875,-35.4073486328125,-4.170994758605957,94.0630407333374,98.23403549194336,0.23320185096406848,0.17589104175567627,0.4136965274810791,0.4136965274810791,0.0,-0.001,y,False,False
train,carpet,individual,1,1,8,0.4613757459488629,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.02686462365090847,-0.004244208335876465,1.0,-0.0073350160382688046,0.13168369233608246,0.03195071220397949,0.04632587730884552,-0.292332261800766,-0.22204472124576569,0.8466453552246094,-0.023961661383509636,-0.21405750513076782,-0.6437699794769287,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.8637526035308838,0.8089388608932495,0.528375506401062,0.8982266783714294,-0.9188185930252075,-0.25869089365005493,0.5270555019378662,174.62826538085938,4.396037578582764,12.811586380004883,3.1213765144348145,3.0429489612579346,0.019211502745747566,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-3.80694580078125,0.12841367721557617,97.81158447265625,40.0,target_relative,0.023059606552124023,-0.244340181350708,0.1017911434173584,170.82131958007812,4.52445125579834,-85.0,-48.4984016418457,18.362619400024414,15.902556419372559,47.883384704589844,-44.80830764770508,-13.354632377624512,27.236421585083008,-48.4984016418457,18.362619400024414,15.902556419372559,47.883384704589844,-44.80830764770508,-13.354632377624512,27.236421585083008,-3.7485456466674805,94.0630407333374,97.81158638000488,0.2356778003540753,0.2266979455947876,0.244340181350708,-0.244340181350708,0.0,-0.001,y,False,False
train,carpet,individual,1,1,9,0.4703720295894591,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.09517364203929901,0.0032103420235216618,1.0,0.007340100593864918,-0.07777589559555054,0.03240112587809563,-0.8817891478538513,0.33386582136154175,0.2891373932361603,0.8706070184707642,-0.8146964907646179,-0.24281150102615356,0.49520766735076904,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.8392931222915649,-0.24955879151821136,0.288303941488266,0.8919076919555664,-0.7372942566871643,-0.12013821303844452,0.4457966983318329,174.49636840820312,4.434010982513428,12.679566383361816,3.1207942962646484,3.0703389644622803,-0.01866750791668892,170.82131958007812,4.52445125579834,9.063040733337402,40.0,-3.675048828125,0.09044027328491211,97.6795654296875,40.0,target_relative,0.022477388381958008,-0.2169497013092041,0.06391215324401855,170.82131958007812,4.52445125579834,-85.0,18.099040985107422,-14.496804237365723,17.57188606262207,48.41054153442383,-41.11820983886719,-7.116613388061523,24.512779235839844,18.099040985107422,-14.496804237365723,17.57188606262207,48.41054153442383,-41.11820983886719,-7.116613388061523,24.512779235839844,-3.616525650024414,94.0630407333374,97.67956638336182,0.2364569399822203,0.23491508960723878,0.2169497013092041,-0.2169497013092041,0.0,-0.001,y,False,False
train,carpet,individual,1,1,10,0.3900847288289362,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.09187622368335724,0.0022610067389905453,1.0,0.0071547748520970345,-0.06905723363161087,0.020343869924545288,0.3290734589099884,-0.26357826590538025,0.3194888234138489,0.8801916837692261,-0.7476038336753845,-0.12939296662807465,0.4456869065761566,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.98173987865448,0.5169644951820374,0.28382089734077454,0.7133529186248779,-0.9842740297317505,0.7865976095199585,-0.9032722115516663,169.31988525390625,4.643282890319824,15.537537574768066,3.0936672687530518,-2.5656731128692627,-0.057395048439502716,170.82131958007812,4.52445125579834,9.063040733337402,40.0,1.501434326171875,-0.11883163452148438,100.53753662109375,40.0,target_relative,-0.004649639129638672,0.4302232265472412,0.02518463134765625,170.82131958007812,4.52445125579834,-85.0,51.74919891357422,9.313098907470703,12.739616394042969,39.185302734375,-53.15495300292969,41.73322677612305,-48.67412185668945,51.74919891357422,9.313098907470703,12.739616394042969,39.185302734375,-53.15495300292969,41.73322677612305,-48.67412185668945,-6.474496841430664,94.0630407333374,100.53753757476807,0.22015169679310856,0.17093303203582763,0.4302232265472412,0.4302232265472412,0.0,-0.001,y,False,False
