update,replay_size,qf1_loss,qf2_loss,policy_loss,alpha,alpha_loss,target_entropy_internal,target_entropy_paper,q_target_mean,q_target_std,policy_mean_abs,policy_log_std_mean,train_update
1,41965,3.977674722671509,2.7465603351593018,-12.751116752624512,0.011193729005753994,-5.345753192901611,-9.0,9.0,13.42959213256836,11.14492416381836,1.4364303350448608,-0.6181197166442871,5123
2,41965,4.28318452835083,4.128884792327881,-14.306561470031738,0.011182541027665138,-5.313153266906738,-9.0,9.0,13.769376754760742,11.623002052307129,1.436419129371643,-0.6163297891616821,5124
3,41965,2.5089006423950195,1.8034096956253052,-14.435140609741211,0.011171407997608185,-4.120063781738281,-9.0,9.0,14.1423921585083,10.47695541381836,1.446978211402893,-0.6144466400146484,5125
4,41965,2.2041573524475098,2.3100924491882324,-13.240772247314453,0.011162366718053818,0.08034992218017578,-9.0,9.0,13.541077613830566,10.746936798095703,1.5079833269119263,-0.6141408085823059,5126
5,41965,1.4026237726211548,1.8034934997558594,-14.616943359375,0.011152741499245167,-4.1631760597229,-9.0,9.0,14.901270866394043,10.856098175048828,1.4568818807601929,-0.6015809178352356,5127
6,41965,2.037522077560425,1.6913803815841675,-14.916820526123047,0.011147946119308472,4.331846237182617,-9.0,9.0,15.045455932617188,11.7445707321167,1.6065713167190552,-0.608927845954895,5128
7,41965,2.2543129920959473,1.612378478050232,-14.416182518005371,0.011145994998514652,3.5997555255889893,-9.0,9.0,14.382360458374023,11.788006782531738,1.5864667892456055,-0.5940683484077454,5129
8,41965,1.2491035461425781,1.2865698337554932,-15.194501876831055,0.011146627366542816,5.342887878417969,-9.0,9.0,14.680116653442383,11.303362846374512,1.6157923936843872,-0.5908525586128235,5130
9,41965,1.4895036220550537,2.008596420288086,-15.633939743041992,0.011149173602461815,7.997463226318359,-9.0,9.0,14.932668685913086,11.888089179992676,1.6640466451644897,-0.5905243754386902,5131
10,41965,1.2115240097045898,1.2477394342422485,-16.146839141845703,0.011152380146086216,2.2119786739349365,-9.0,9.0,15.547483444213867,11.997488021850586,1.5766832828521729,-0.5868584513664246,5132
11,41965,1.2578575611114502,1.2329782247543335,-14.053040504455566,0.011156927794218063,4.673538684844971,-9.0,9.0,13.841402053833008,10.496113777160645,1.639883279800415,-0.5637044310569763,5133
12,41965,1.6026684045791626,1.5168260335922241,-15.71082592010498,0.011162547394633293,7.076834201812744,-9.0,9.0,15.663299560546875,12.46338939666748,1.6501904726028442,-0.5826454162597656,5134
13,41965,1.1062248945236206,1.2195608615875244,-13.868772506713867,0.01116903219372034,8.992877960205078,-9.0,9.0,13.980731964111328,11.470730781555176,1.7138458490371704,-0.5713993906974792,5135
14,41965,1.0992461442947388,1.2340720891952515,-14.230597496032715,0.01117622945457697,5.0904316902160645,-9.0,9.0,14.451719284057617,11.2836332321167,1.6352065801620483,-0.5274404287338257,5136
15,41965,0.882663369178772,0.8393505811691284,-14.673745155334473,0.011184018105268478,6.568815231323242,-9.0,9.0,14.629802703857422,11.018720626831055,1.6538268327713013,-0.5443810224533081,5137
16,41965,0.939238965511322,0.827422559261322,-14.104158401489258,0.011192308738827705,10.901212692260742,-9.0,9.0,13.715566635131836,9.517470359802246,1.7337955236434937,-0.5332208275794983,5138
17,41965,0.8823071718215942,0.8060721755027771,-13.400603294372559,0.011201027780771255,14.431096076965332,-9.0,9.0,12.996359825134277,10.500225067138672,1.7726929187774658,-0.542715311050415,5139
18,41965,0.8618921041488647,0.8476980328559875,-14.858251571655273,0.011210105381906033,13.093092918395996,-9.0,9.0,14.319497108459473,10.808207511901855,1.7942001819610596,-0.5194411277770996,5140
19,41965,0.9849364161491394,0.9057511687278748,-14.569014549255371,0.011219501495361328,7.62076997756958,-9.0,9.0,14.13343620300293,10.172233581542969,1.7036844491958618,-0.5170938372612,5141
20,41965,0.9518212676048279,0.9614559412002563,-13.243200302124023,0.011229167692363262,12.64194393157959,-9.0,9.0,12.82500171661377,10.681865692138672,1.762613296508789,-0.5238064527511597,5142
21,41965,0.5945852398872375,0.7028064727783203,-13.902215957641602,0.01123906672000885,13.372742652893066,-9.0,9.0,13.439998626708984,10.876489639282227,1.7704836130142212,-0.5246455073356628,5143
22,41965,0.8713297843933105,0.8400821089744568,-14.265998840332031,0.011249173432588577,15.447596549987793,-9.0,9.0,13.93088436126709,10.420564651489258,1.8180599212646484,-0.5390471816062927,5144
