phase,policy_role,terrain,episode,episode_in_terrain,steps,episode_return,ended,terminated_by_target,truncated_by_episode_length,success,remaining_distance_cm,forward_progress_cm,final_z_cm,target_z_cm,individual_alpha,population_alpha,individual_replay_size,population_replay_size,layout,A_width_ratio,A_attack_angle_deg,B_width_ratio,B_attack_angle_deg
train,individual,carpet,11,11,175,125.76315370486515,True,False,True,False,55.665164947509766,26.074606895446777,-29.334835052490234,-85.0,0.0065313647501170635,0.006721286103129387,1925,1925,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,12,12,175,102.58191784764747,True,False,True,False,70.89287567138672,10.807587623596191,-14.107121467590332,-85.0,0.005933551117777824,0.006516516674309969,2100,2100,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,13,13,175,129.98322834697194,True,False,True,False,52.011192321777344,29.594074964523315,-32.988807678222656,-85.0,0.005368937738239765,0.006167813669890165,2275,2275,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,14,14,175,81.3901766327777,True,False,True,False,86.4479751586914,-5.762227654457092,1.4479786157608032,-85.0,0.004878416191786528,0.0058636958710849285,2450,2450,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,15,15,175,97.80033765833979,True,False,True,False,82.31705474853516,-2.7546756267547607,-2.6829416751861572,-85.0,0.004517194349318743,0.005683952942490578,2625,2625,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,16,16,175,107.86812974184019,True,False,True,False,68.45681762695312,12.82224178314209,-16.543182373046875,-85.0,0.004239395726472139,0.005287643987685442,2800,2800,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,17,17,175,102.44269749447697,True,False,True,False,78.20093536376953,2.245253086090088,-6.799067497253418,-85.0,0.00404668552801013,0.004759905394166708,2975,2975,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,18,18,175,92.61878074096768,True,False,True,False,59.237152099609375,21.028603553771973,-25.762847900390625,-85.0,0.0036939040292054415,0.004367855377495289,3150,3150,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,19,19,175,125.5288854244157,True,False,True,False,55.05000305175781,26.167860984802246,-29.94999885559082,-85.0,0.003400014014914632,0.004149122163653374,3325,3325,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,20,20,175,129.14797893615525,True,False,True,False,56.228843688964844,25.26960515975952,-28.77115821838379,-85.0,0.003122303867712617,0.003924752585589886,3500,3500,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,21,21,175,126.42492161118508,True,False,True,False,51.4371223449707,30.4639675617218,-33.5628776550293,-85.0,0.0029604092705994844,0.0035941542591899633,3675,3675,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,22,22,175,98.90106784853569,True,False,True,False,86.30420684814453,-6.383877396583557,1.3042036294937134,-85.0,0.0029395907185971737,0.0033019406255334616,3850,3850,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,23,23,175,127.10242255375613,True,False,True,False,51.46640396118164,28.938963413238525,-33.53359603881836,-85.0,0.002836390631273389,0.0032305584754794836,4025,4025,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,24,24,175,127.95947329239294,True,False,True,False,52.820011138916016,27.67069435119629,-32.179988861083984,-85.0,0.0027074567042291164,0.00324840284883976,4200,4200,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,25,25,175,97.70386703808,True,False,True,False,70.94853973388672,10.127161026000977,-14.051459312438965,-85.0,0.00257765781134367,0.003144453978165984,4375,4375,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,26,26,175,95.50264384392887,True,False,True,False,72.42965698242188,7.966757297515869,-12.570344924926758,-85.0,0.0024826745502650738,0.003168708411976695,4550,4550,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,27,27,175,121.75456854697975,True,False,True,False,61.13854217529297,18.78370952606201,-23.861459732055664,-85.0,0.002316912868991494,0.003146679839119315,4725,4725,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,28,28,175,119.48063023522407,True,False,True,False,62.448787689208984,17.918321132659912,-22.551212310791016,-85.0,0.002151676220819354,0.0031186763662844896,4900,4900,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,29,29,175,93.36488972875313,True,False,True,False,72.8436508178711,8.796383380889893,-12.156352043151855,-85.0,0.001978675602003932,0.0031334946397691965,5075,5075,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,carpet,30,30,175,105.9275443413033,True,False,True,False,70.15430450439453,11.391656398773193,-14.845694541931152,-85.0,0.0019497862085700035,0.003025377867743373,5250,5250,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,31,1,175,91.1648640370966,True,False,True,False,80.33826446533203,0.2796149253845215,-4.661735534667969,-85.0,0.009999999776482582,0.0031286722514778376,175,5425,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,32,2,175,94.29285250185643,True,False,True,False,74.9694595336914,4.153412818908691,-10.030537605285645,-85.0,0.009999999776482582,0.0031286722514778376,350,5600,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,33,3,175,59.02081464772753,True,False,True,False,121.1175308227539,-41.24534463882446,36.117530822753906,-85.0,0.009999999776482582,0.0031286722514778376,525,5775,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,34,4,175,94.65290245557644,True,False,True,False,76.85722351074219,3.0534210205078125,-8.142779350280762,-85.0,0.009999999776482582,0.0031286722514778376,700,5950,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,35,5,175,76.47192251700808,True,False,True,False,89.54463195800781,-9.336775779724121,4.5446319580078125,-85.0,0.009656078182160854,0.003191883210092783,875,6125,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,36,6,175,39.57749528247464,True,False,True,False,79.8721694946289,-0.6645350456237793,-5.127828121185303,-85.0,0.00924969557672739,0.0032884920947253704,1050,6300,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,37,7,175,52.19284790156494,True,False,True,False,85.15632629394531,-5.093288540840149,0.15632355213165283,-85.0,0.008781036362051964,0.003238450502976775,1225,6475,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,38,8,175,103.69287562597731,True,False,True,False,75.54757690429688,6.5973076820373535,-9.452421188354492,-85.0,0.008261439390480518,0.003175142453983426,1400,6650,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,39,9,175,103.58191822548929,True,False,True,False,66.27314758300781,11.907044410705566,-18.726848602294922,-85.0,0.007702954579144716,0.003165752626955509,1575,6825,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,40,10,175,95.16753371067674,True,False,True,False,80.74346160888672,1.0224010944366455,-4.256537914276123,-85.0,0.007124999072402716,0.003060478251427412,1750,7000,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,41,11,175,118.11703597436875,True,False,True,False,66.08738708496094,15.77545714378357,-18.91261100769043,-85.0,0.0065313647501170635,0.003115547588095069,1925,7175,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,42,12,175,77.32083995628864,True,False,True,False,88.19107055664062,-8.044691562652588,3.1910672187805176,-85.0,0.005933551117777824,0.0033691581338644028,2100,7350,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,43,13,175,102.2917778477231,True,False,True,False,64.73816680908203,16.184471607208252,-20.2618350982666,-85.0,0.005368937738239765,0.003465884830802679,2275,7525,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,44,14,175,103.28076808881818,True,False,True,False,78.63311004638672,1.675755500793457,-6.3668928146362305,-85.0,0.004859100561589003,0.003480845596641302,2450,7700,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,45,15,175,102.27781340305404,True,False,True,False,73.89574432373047,6.414144992828369,-11.104252815246582,-85.0,0.0044539570808410645,0.0033698442857712507,2625,7875,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,46,16,175,104.2058624711183,True,False,True,False,70.65677642822266,10.17654037475586,-14.343222618103027,-85.0,0.004092619754374027,0.0033536634873598814,2800,8050,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,47,17,175,134.49213989413602,True,False,True,False,54.52122116088867,25.96238660812378,-30.478778839111328,-85.0,0.0037053513806313276,0.0031861138995736837,2975,8225,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,48,18,175,39.27433469163366,True,False,True,False,69.38581085205078,11.0190110206604,-15.614189147949219,-85.0,0.003518700832501054,0.003267257008701563,3150,8400,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,49,19,175,121.29001920661428,True,False,True,False,62.83063507080078,17.32483720779419,-22.16936492919922,-85.0,0.0034824328031390905,0.003151494078338146,3325,8575,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,50,20,175,105.82628950716463,True,False,True,False,64.37477111816406,17.25841474533081,-20.625232696533203,-85.0,0.0033569899387657642,0.0032202585134655237,3500,8750,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,51,21,175,113.57968681087266,True,False,True,False,60.688838958740234,20.408329010009766,-24.311161041259766,-85.0,0.003339368849992752,0.0031357426196336746,3675,8925,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,52,22,175,98.10049431114831,True,False,True,False,78.01268768310547,3.1163156032562256,-6.987309455871582,-85.0,0.0032372879795730114,0.003405412193387747,3850,9100,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,53,23,175,73.69943577054337,True,False,True,False,87.30521392822266,-5.229678630828857,2.3052170276641846,-85.0,0.0030709141865372658,0.0034066091757267714,4025,9275,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,54,24,175,82.86894243630015,True,False,True,False,86.94090270996094,-6.330514430999756,1.940904140472412,-85.0,0.002931167371571064,0.003689408302307129,4200,9450,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,55,25,175,110.38928550363767,True,False,True,False,72.08325958251953,7.57513427734375,-12.916739463806152,-85.0,0.002694577444344759,0.0036223919596523046,4375,9625,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,56,26,175,109.03364263695329,True,False,True,False,69.84880828857422,11.016408443450928,-15.151193618774414,-85.0,0.002545136958360672,0.003806360997259617,4550,9800,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,57,27,175,109.4325240702211,True,False,True,False,71.31713104248047,9.398829460144043,-13.68287181854248,-85.0,0.0024658774491399527,0.0034299632534384727,4725,9975,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,58,28,175,111.05431226679522,True,False,True,False,67.24483489990234,13.5099458694458,-17.755163192749023,-85.0,0.0023406462278217077,0.00314902001991868,4900,10150,heterogeneous_ab,0.9,30.0,0.63,0.0
train,individual,cardboard,59,29,175,106.42495375195757,True,False,True,False,72.35198974609375,7.318392753601074,-12.6480073928833,-85.0,0.0022767512127757072,0.003057741792872548,5075,10325,heterogeneous_ab,0.9,30.0,0.63,0.0
