design_index,checkpoint,tag,replay,terrain,rollout_index,return,length,A_width_ratio,A_attack_angle_deg,A_actual_width,B_width_ratio,B_attack_angle_deg,B_actual_width,width_ratio,actual_width,attack_angle_deg
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,7,10.299775761413446,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,8,15.0127401185941,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,9,8.85655928029417,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,10,9.159412527687643,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,11,12.299846907873722,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,12,13.606461830719322,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,13,13.219584075391403,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,14,9.245122745199222,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,15,6.084193439852799,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,16,12.724544922787656,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,17,12.979288276019766,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,18,9.727622522182068,175,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0
