created_at,design_mode,proposal_objective,acquisition_score,design_value_robustness,design_value_uncertainty,target_novelty_score,novelty_distance,performance_gate,boundary_score,extrapolation_distance,cardboard_mean,carpet_mean,cardboard_std,carpet_std,A_width_ratio,A_attack_angle_deg,A_actual_width,B_width_ratio,B_attack_angle_deg,B_actual_width,optimizer_width_ratio,optimizer_attack_angle_deg
2026_05_23_001143,homogeneous,design_value_gated_uncertainty,15.082136137550483,16.553400566311407,6.3193532299626405,0.9939226480624913,0.261041643178639,0.9453772464141073,0.0,0.0,15.38839319247632,20.04842268781666,5.864200403078269,5.88401790224114,0.863993892069916,19.18820198354168,7.405661932027851,0.863993892069916,19.18820198354168,7.405661932027851,0.863993892069916,19.18820198354168
