design_index,checkpoint,tag,replay,terrain,A_width_ratio,A_attack_angle_deg,A_actual_width,B_width_ratio,B_attack_angle_deg,B_actual_width,width_ratio,actual_width,attack_angle_deg,episode_window_start,episode_window_end,max_episodes_per_design_terrain,rollout_index,return,length,source_rollout_count,return_std,return_sample_std,return_variance,standard_error_variance,return_min,return_max
0,2026_05_18_DesignCycle0_ep76,scale_ab_carpet_cardboard,replay_2026_05_18_DesignCycle0_scale_ab_carpet_cardboard.pt,cardboard,0.63,0.0,5.3999999999999995,0.63,0.0,5.3999999999999995,0.63,5.3999999999999995,0.0,20,30,10,-1,-2.321209654106575,175.0,10,2.3795016668864495,2.508214987842813,6.291142425239323,0.6291142425239322,-6.331434231852982,1.8146666758773253
0,2026_05_18_DesignCycle0_ep76,scale_ab_carpet_cardboard,replay_2026_05_18_DesignCycle0_scale_ab_carpet_cardboard.pt,carpet,0.63,0.0,5.3999999999999995,0.63,0.0,5.3999999999999995,0.63,5.3999999999999995,0.0,20,30,10,-1,10.244733547389798,175.0,10,2.3093478613211027,2.434266383804449,5.9256528273203894,0.5925652827320389,5.017805922718533,13.0513330784357
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,cardboard,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0,20,30,10,-1,8.048747767312934,175.0,10,3.046286237058767,3.211067637976445,10.310955375659626,1.0310955375659625,1.278444176346468,12.057831969698249
1,2026_05_20_DesignCycle1_ep60,scale_ab_carpet_cardboard_design1_30ep,replay_2026_05_20_DesignCycle1_scale_ab_carpet_cardboard_design1_30ep.pt,carpet,0.63,30.0,5.3999999999999995,0.63,30.0,5.3999999999999995,0.63,5.3999999999999995,30.0,20,30,10,-1,10.553744004408466,175.0,10,1.894580266021325,1.9970629502117003,3.9882604271082607,0.39882604271082606,7.027151037150811,13.030385726371122
2,2026_05_21_DesignCycle2_ep60,scale_ab_carpet_cardboard_design2_30ep,replay_2026_05_21_DesignCycle2_scale_ab_carpet_cardboard_design2_30ep.pt,cardboard,0.9,30.0,7.714285714285714,0.9,30.0,7.714285714285714,0.9,7.714285714285714,30.0,20,30,10,-1,23.802504388585938,175.0,10,1.9372156510155931,2.042004592045051,4.169782753933076,0.41697827539330756,20.808413193064542,27.478796276652748
2,2026_05_21_DesignCycle2_ep60,scale_ab_carpet_cardboard_design2_30ep,replay_2026_05_21_DesignCycle2_scale_ab_carpet_cardboard_design2_30ep.pt,carpet,0.9,30.0,7.714285714285714,0.9,30.0,7.714285714285714,0.9,7.714285714285714,30.0,20,30,10,-1,19.85002453312891,175.0,10,2.872048653483329,3.027405098609002,9.165181631083781,0.9165181631083781,16.333361967530507,24.202003866525278
3,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,replay_2026_05_21_DesignCycle3_scale_ab_carpet_cardboard_design3_30ep.pt,cardboard,0.9,0.0,7.714285714285714,0.9,0.0,7.714285714285714,0.9,7.714285714285714,0.0,20,30,10,-1,1.4498257208018983,175.0,10,2.7719443999657285,2.921885950413489,8.537417507223738,0.8537417507223738,-3.0160278133198286,5.067243422239819
3,2026_05_21_DesignCycle3_ep60,scale_ab_carpet_cardboard_design3_30ep,replay_2026_05_21_DesignCycle3_scale_ab_carpet_cardboard_design3_30ep.pt,carpet,0.9,0.0,7.714285714285714,0.9,0.0,7.714285714285714,0.9,7.714285714285714,0.0,20,30,10,-1,24.062392638056455,175.0,10,3.5228355030981007,3.7133946706317187,13.789299979876052,1.3789299979876053,18.82383424290133,30.096175801720328
