design_index,checkpoint,tag,replay,terrain,rollout_index,return,length,A_width_ratio,A_attack_angle_deg,A_actual_width,B_width_ratio,B_attack_angle_deg,B_actual_width,width_ratio,actual_width,attack_angle_deg
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,0,-17.9366020844609,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,1,-22.762820367461465,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,2,-25.675235708353632,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,3,7.976583360167751,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,4,-2.7564423993800777,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,5,-27.899328006708874,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,6,3.6959610300213845,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,7,2.5068359302585175,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,8,2.732954506587408,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,9,11.043046251116305,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,10,5.5613390394647295,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,11,7.412187780294777,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,12,6.084152962752107,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,13,10.523970707460988,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,14,7.055427974561936,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,15,6.769805619556606,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,16,-0.4287407511072122,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,17,-0.6897519267435537,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,18,-4.155031437054563,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,19,-3.8603098862711107,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,20,2.7720578633333472,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,21,-0.6609819070518276,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,22,11.432924674798542,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,23,5.8362698604971985,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,24,7.538426101589392,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,25,12.605527641555923,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,26,11.975765466796002,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,27,8.991634563114859,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,28,6.851807990731202,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
0,2026_05_22_DesignCycle0_ep60,scale_ab_carpet_cardboard_heterogeneous_design0_30ep,replay_2026_05_22_DesignCycle0_scale_ab_carpet_cardboard_heterogeneous_design0_30ep.pt,cardboard,29,8.435593329746228,175,0.63,0.0,5.3999999999999995,0.9,30.0,7.714285714285714,0.63,5.3999999999999995,0.0
