created_at,design_mode,proposal_objective,acquisition_score,design_value_robustness,design_value_uncertainty,target_novelty_score,novelty_distance,performance_gate,boundary_score,extrapolation_distance,cardboard_mean,carpet_mean,cardboard_std,carpet_std,A_width_ratio,A_attack_angle_deg,A_actual_width,B_width_ratio,B_attack_angle_deg,B_actual_width,optimizer_A_width_ratio,optimizer_A_attack_angle_deg,optimizer_B_width_ratio,optimizer_B_attack_angle_deg
2026_05_23_235659,heterogeneous,design_value_gated_uncertainty,10.862390012288571,9.053924519647602,6.131735290788038,0.9999960460817674,0.24971879096567232,0.5869347715278339,0.0,0.0,6.098981714909617,17.918752933861562,1.681907218257014,1.5855748571365222,0.7526657478983534,27.597426829607883,6.4514206962716,0.6300060214807267,11.056423372319655,5.400051612691943,0.7526657478983534,27.597426829607883,0.6300060214807267,11.056423372319655
