created_at,design_mode,proposal_objective,acquisition_score,design_value_robustness,design_value_uncertainty,target_novelty_score,novelty_distance,performance_gate,boundary_score,extrapolation_distance,cardboard_mean,carpet_mean,cardboard_std,carpet_std,A_width_ratio,A_attack_angle_deg,A_actual_width,B_width_ratio,B_attack_angle_deg,B_actual_width,optimizer_A_width_ratio,optimizer_A_attack_angle_deg,optimizer_B_width_ratio,optimizer_B_attack_angle_deg
2026_05_23_235418,heterogeneous,design_value_gated_uncertainty,10.208305539704552,8.092645195844218,7.069460946811088,0.9276069291829452,0.2887678226411702,0.5077198194761031,0.0,0.00843916817590279,4.6364830195209255,18.46113172481409,1.5290977721728358,1.4338620044231265,0.6224047486416875,15.449078437281647,5.334897845500178,0.7881499894041929,5.710086020680338,6.755571337750225,0.6224047486416875,15.449078437281647,0.7881499894041929,5.710086020680338
