Episode,run_id,steps,last_timestep,terrain,terrain_id,terrain_block,episode_in_block,final_cumulative_reward,sum_reward,mean_reward_per_step,sum_progress_cm,sum_raw_progress_cm,mean_progress_reward,sum_progress_reward,start_x,final_x,start_y,final_y,mean_abs_x_position,mean_abs_y_position,no_progress_steps,backward_steps,design_config,sum_Progress_Reward,mean_Progress_Reward,sum_X_Drift_Penalty,mean_X_Drift_Penalty,sum_Heading_Penalty,mean_Heading_Penalty,sum_Living_Penalty,mean_Living_Penalty,sum_No_Progress_Penalty,mean_No_Progress_Penalty,sum_Backward_Penalty,mean_Backward_Penalty,mean_abs_Motor1_Action,mean_abs_Motor2_Action,mean_abs_Motor3_Action,mean_abs_Motor4_Action,mean_abs_Motor5_Action,mean_abs_Motor6_Action,mean_abs_Motor7_Action,delta_x,delta_y,reward_sum_delta
0,20260421_172607_403525,175,174,artificial_grass,2,0,0,23.298381193563102,23.29838119356309,0.13313360682036052,59.415969382977345,60.63520945608616,0.15430935445668065,27.004137029919114,0.9720249176025392,1.0422523021697998,-0.0062033673748373,-0.6158313155174255,1.0600591046469552,0.34063105566161017,8,0,2|2|2|2|2|2|2|2,27.004137029919114,0.15430935445668065,0.0,0.0,0.0324799440564048,0.00018559968032231316,3.5,0.02,0.204131839153207,0.00116646765230404,0.0,0.0,0.5909705466857142,0.5733175030188571,0.5150072999771429,0.4449147456028571,0.46089797801257143,0.3418234962697143,0.3135708524,0.07022738456726063,-0.6096279481425882,1.4210854715202004e-14
