terrain_block,terrain,episodes,first_episode,last_episode,mean_reward,median_reward,std_reward,best_reward,worst_reward,mean_progress_cm,mean_raw_progress_cm,mean_steps,mean_no_progress_steps,mean_backward_steps,mean_delta_x,mean_delta_y
0,artificial_grass,8,0,7,43.8316457254737,43.326252579306384,3.145806808621431,48.42860716643536,38.27591101546197,92.61343700041868,93.88416558504105,121.125,3.875,0.0,0.39174236357212067,-1.0179656501859426
1,carpet,8,8,15,-6.525630937366757,-3.473718829862757,17.563570324252726,10.432372514215954,-45.98954807898548,6.140527392914614,4.359689133707435,175.0,79.0,0.0,0.5805788487195969,-0.0691300925100222
2,foam,8,16,23,-5.593716687166503,-4.819242186800006,8.416333045271061,4.643345613754432,-17.072372270219674,-3.1629926086363547,-1.7929827561601983,175.0,98.125,0.0,-0.35958725959062576,-0.0627485089935362
3,cardboard,8,24,31,-10.239659518842775,-10.248276015787361,5.986453092109192,-0.9345487971997262,-20.86739703893148,-4.952716644874655,-5.598727148026227,175.0,109.5,0.0,0.1826559454202651,0.036956162657588706
