terrain_block,terrain,episodes,first_episode,last_episode,mean_reward,median_reward,std_reward,best_reward,worst_reward,mean_progress_cm,mean_raw_progress_cm,mean_steps,mean_no_progress_steps,mean_backward_steps,mean_delta_x,mean_delta_y
0,cardboard,8,0,7,-0.3845282818497646,1.5903130179188323,5.737729986705887,7.038081289423217,-8.659880518657745,11.590069721387488,12.745364685542883,175.0,80.375,0.0,0.05265250056982042,-0.1832294205669313
1,artificial_grass,8,8,15,20.079865954235338,17.3998714471185,10.614110747121103,37.02566356054798,9.064981942699577,50.541723305192605,51.50915802223608,167.375,29.5,0.0,0.11129560321569443,-0.5318571026436985
2,carpet,8,16,23,5.734284082508639,5.516082886376784,1.9354558154239017,9.48085334214672,2.7863658050165405,25.67221273679405,25.617774855345488,175.0,54.875,0.0,0.15508441627025601,-0.2708329800516366
3,foam,8,24,31,-13.971288853624761,-14.206700031424276,7.875932710129435,-2.2589258922168653,-26.9598303968145,-18.07686022724581,-20.490670169238,175.0,104.625,0.0,-0.8674140716902912,0.1558626927435398
