Episode,run_id,steps,last_timestep,terrain,terrain_id,terrain_block,episode_in_block,final_cumulative_reward,sum_reward,mean_reward_per_step,sum_progress_cm,sum_raw_progress_cm,mean_progress_reward,sum_progress_reward,start_x,final_x,start_y,final_y,mean_abs_x_position,mean_abs_y_position,no_progress_steps,backward_steps,sum_Progress_Reward,mean_Progress_Reward,sum_X_Drift_Penalty,mean_X_Drift_Penalty,sum_Heading_Penalty,mean_Heading_Penalty,sum_Living_Penalty,mean_Living_Penalty,sum_No_Progress_Penalty,mean_No_Progress_Penalty,sum_Backward_Penalty,mean_Backward_Penalty,mean_abs_Motor1_Action,mean_abs_Motor2_Action,mean_abs_Motor3_Action,mean_abs_Motor4_Action,mean_abs_Motor5_Action,mean_abs_Motor6_Action,mean_abs_Motor7_Action,delta_x,delta_y,reward_sum_delta
10,20260420_141610_536736,175,174,artificial_grass,2,1,2,10.692580455323716,10.692580455323716,0.06110045974470695,34.78140220473648,35.23883856832981,0.08487790946292013,14.853634156011022,0.7447988986968994,0.8530752062797546,0.0694051682949066,-0.3039545118808746,0.8119519656045097,0.14383238662300363,36,0,14.853634156011022,0.08487790946292013,0.0,0.0,0.0010564070028811,6.036611445034857e-06,3.5,0.02,0.6610008803371596,0.0037771478876409124,0.0,0.0,0.6042082913645677,0.497484487050346,0.5482015861171697,0.44859146358445284,0.4110932229379458,0.3017993355582335,0.25800519615345235,0.10827630758285522,-0.3733596801757812,0.0
11,20260420_141610_536736,175,174,artificial_grass,2,1,3,16.305079420073533,16.30507942007354,0.09317188240042022,47.217716782379156,44.80020068585873,0.12169106997281873,21.295937245243277,0.8574860692024231,1.0052775144577026,-0.008790235966444,-0.4582444131374359,0.9207336296354022,0.2661738849205098,28,0,21.295937245243277,0.12169106997281873,0.08934404232317607,0.0005105373847038632,3.5494141854282653,0.0202823667738758,3.5,0.02,1.304452711666004,0.007454015495234309,0.0,0.0,0.5581103595971529,0.5030680203437805,0.5715052094776183,0.428322146729167,0.4269380561142628,0.3621040703529226,0.3638318199291825,0.14779144525527954,-0.4494541771709919,-7.105427357601002e-15
12,20260420_141610_536736,175,174,artificial_grass,2,1,4,9.064981942699577,9.064981942699571,0.05179989681542612,32.2819738276684,35.24672193452716,0.08504772717408317,14.883352255464555,0.757838249206543,0.8871694803237915,0.0105671100318431,-0.3620398342609405,0.8129381316048758,0.2370979392422097,56,0,14.883352255464555,0.08504772717408317,0.055534620447388515,0.00031734068827079154,0.8870501469247821,0.0050688579824273265,3.5,0.02,2.2684643433740037,0.012962653390708593,0.0,0.0,0.5343036600368629,0.5815389408969454,0.5960185765847563,0.5802168322274728,0.5604676279292575,0.4145107921858185,0.4720272185387356,0.12933123111724854,-0.37260694429278357,5.329070518200751e-15
13,20260420_141610_536736,175,174,artificial_grass,2,1,5,18.494663474163467,18.49466347416346,0.10568379128093405,49.264678126789754,49.55567438155413,0.13629137593055415,23.85099078784698,0.8645546436309814,0.8530497550964355,-0.0062068365514278,-0.5132556557655334,0.8099593826702662,0.2932572821807116,32,0,23.85099078784698,0.13629137593055415,0.0,0.0,7.7248253593163545,0.04414185919609345,3.5,0.02,1.4700860457176992,0.008400491689815425,0.0,0.0,0.55993651128241,0.5285942578954356,0.48917305003053374,0.5020917069699083,0.4621851009529616,0.3842863738676533,0.3718870271742344,-0.011504888534545898,-0.5070488192141056,7.105427357601002e-15
14,20260420_141610_536736,167,166,artificial_grass,2,1,6,35.53385325928993,35.53385325928993,0.21277756442688578,74.6442010435575,80.0952285528183,0.21186630072307733,35.38167222075391,0.8004574775695801,0.8250706195831299,0.0655647739768028,-0.7511290311813354,0.8364523360115326,0.2835351421168732,12,0,35.38167222075391,0.21186630072307733,0.0,0.0,2.2354152973945163,0.013385720343679738,3.34,0.02,0.4776302426836265,0.002860061333434889,0.0,0.0,0.4788135278434632,0.5809875091504373,0.5262279484789082,0.4640240809325307,0.4333453949535277,0.3536255098126472,0.3683519028963711,0.024613142013549805,-0.8166938051581383,0.0
15,20260420_141610_536736,122,121,artificial_grass,2,1,7,37.02566356054798,37.02566356054799,0.30348904557826223,73.5417935361121,73.65355659276247,0.2929399306123519,35.73867153470693,0.6927480697631836,0.9285281896591188,0.0248293280601501,-0.7855520844459534,0.8165471304635532,0.33696163683122055,4,0,35.73867153470693,0.2929399306123519,0.0180403749539993,0.0001478719258524533,2.837170100337965,0.023255492625721026,2.44,0.02,0.1568717610816293,0.0012858341072264697,0.0,0.0,0.497783404000134,0.6283184743379472,0.5359339166516591,0.5410731602359953,0.49657073593316753,0.415800838027012,0.4000214262651738,0.23578011989593517,-0.8103814125061035,-7.105427357601002e-15
16,20260420_141610_536736,175,174,carpet,0,2,0,4.461239631494819,4.461239631494816,0.025492797894256094,21.627064593700894,22.06111252307892,0.05580757129471974,9.766324976575955,1.0740617513656616,1.085416555404663,0.0872595533728599,-0.1519995331764221,1.082379766532353,0.07214611807039802,48,0,9.766324976575955,0.05580757129471974,0.0,0.0,0.4264996824051245,0.002437141042314997,3.5,0.02,1.7837603609608825,0.0101929163483479,0.0,0.0,0.6022070203003075,0.525650960240247,0.5378090651705861,0.46746665326612336,0.3928076621876763,0.29754123573856694,0.29013061306139987,0.011354804039001465,-0.239259086549282,2.6645352591003757e-15
17,20260420_141610_536736,175,174,carpet,0,2,1,5.623967382493257,5.623967382493253,0.03213695647139001,25.252888193311396,26.671959087252617,0.0650378075351986,11.381616318659756,1.1566270589828491,1.224112033843994,0.0529775992035865,-0.2193256020545959,1.1321874475479126,0.09968566107962809,62,0,11.381616318659756,0.0650378075351986,0.0,0.0,0.0651153288420035,0.0003720875933828771,3.5,0.02,2.254393169724402,0.01288224668413944,0.0,0.0,0.5792694770917296,0.5563676684828741,0.5253351910731622,0.44100405628659894,0.38540857536186063,0.3122726272565446,0.32067421260422896,0.0674849748611448,-0.2723032012581824,4.440892098500626e-15
18,20260420_141610_536736,175,174,carpet,0,2,2,2.7863658050165405,2.7863658050165374,0.015922090314380213,20.8625914547918,17.894703894853592,0.050308677086921126,8.804018490211197,1.214921236038208,1.1555852890014648,0.0592268854379653,-0.1254098415374755,1.205479497909546,0.0753192444145679,67,0,8.804018490211197,0.050308677086921126,0.0,0.0,0.1929765273618487,0.0011027230134962782,3.5,0.02,2.508003858826565,0.014331450621866085,0.0,0.0,0.5742851666414311,0.5467173662568842,0.5377688211894461,0.44996430897020867,0.3950335001173828,0.3065098005586437,0.31580054500007204,-0.059335947036743164,-0.1846367269754408,3.1086244689504383e-15
19,20260420_141610_536736,175,174,carpet,0,2,3,7.032945813006643,7.032945813006638,0.04018826178860936,28.096915376346967,27.69138067960739,0.07214139573027972,12.624744252798951,1.0005475282669067,1.1230295896530151,0.0765821933746337,-0.2030011117458343,1.1056308368274144,0.09167016774149873,55,0,12.624744252798951,0.07214139573027972,3.2676428170518826e-05,1.86722446688679e-07,0.0444810610781222,0.000254177491874984,3.5,0.02,2.0895711190955883,0.011940406394831933,0.0,0.0,0.587684330179223,0.5316249670780131,0.5360206275646175,0.4690937632947628,0.3888961193311427,0.3700541764710631,0.3433425985622619,0.1224820613861084,-0.27958330512046803,5.329070518200751e-15
20,20260420_141610_536736,175,174,carpet,0,2,4,5.556886084515705,5.556886084515703,0.03175363476866116,26.946707483625897,26.31894424557686,0.06815037340276783,11.92631534548437,1.1701422929763794,1.5388158559799194,0.0636444240808487,-0.2159770131111145,1.3823359789167131,0.09456713282902322,56,0,11.92631534548437,0.06815037340276783,7.719672162223075,0.04411241235556043,0.0185769483370013,0.0001061539904971503,3.5,0.02,2.0965331973295096,0.011980189699025768,0.0,0.0,0.5174194826238921,0.5140615798719227,0.525241819304148,0.46709414161741736,0.4846056184491941,0.3227831678997193,0.345157819353044,0.36867356300354004,-0.2796214371919632,1.7763568394002505e-15
21,20260420_141610_536736,175,174,carpet,0,2,5,5.4567349131575655,5.456734913157559,0.031181342360900338,24.01063361904094,22.94654529541731,0.06026031666623066,10.545555416590366,0.9041868448257446,1.0671443939208984,0.0111492425203323,-0.2269212156534195,0.9787554315158299,0.11789185567625927,45,0,10.545555416590366,0.06026031666623066,0.4476552455106452,0.0025580299743465443,0.0131974390224493,7.541393727113885e-05,3.5,0.02,1.5433951069306189,0.008819400611032108,0.0,0.0,0.5766697049407022,0.5238301991338709,0.5455679146519729,0.4870127159144197,0.46378612839749883,0.3615098705739781,0.3652266499972237,0.1629575490951538,-0.2380704581737518,6.217248937900877e-15
22,20260420_141610_536736,175,174,carpet,0,2,6,9.48085334214672,9.48085334214672,0.05417630481226697,32.238269526970164,33.56617148965597,0.0844559978025303,14.779799615442803,1.0101279020309448,1.322876214981079,0.0196733176708221,-0.3268288671970367,1.1855453041621618,0.14118939339050224,47,0,14.779799615442803,0.0844559978025303,1.855818973120705,0.010604679846404029,0.032653901221273,0.00018659372126441715,3.5,0.02,1.6117316809229478,0.009209895319559703,0.0,0.0,0.5707456840494913,0.547216690177364,0.5246689661166498,0.4782347527705133,0.45770023622849426,0.4225706428129758,0.45743861467178376,0.3127483129501343,-0.3465021848678588,0.0
23,20260420_141610_536736,175,174,carpet,0,2,7,5.475279688237864,5.4752796882378645,0.03128731250421637,26.34263164656435,27.791381627321243,0.06725849703653122,11.770236981392964,0.8616664409637451,1.1159764528274536,0.138849139213562,-0.1878383010625839,1.005091871874673,0.08739570303687023,59,0,11.770236981392964,0.06725849703653122,4.031474739677115,0.02303699851244066,0.5273161457347281,0.0030132351184841604,3.5,0.02,2.3654440119006512,0.013516822925146579,0.0,0.0,0.5339793127083353,0.5339037797227502,0.5696629482241613,0.5432074458258492,0.46417239892695633,0.3957061206782237,0.48173870844500405,0.2543100118637085,-0.32668744027614594,-8.881784197001252e-16
24,20260420_141610_536736,175,174,foam,3,3,0,-8.788903009009887,-8.788903009009891,-0.05022230290862795,-7.69397541472361,-6.26253355294466,0.04950228887961254,8.662900553932195,0.9638833999633788,0.0548759400844574,0.0567858442664146,0.0843149945139885,0.4832509321932282,0.07101837482037285,100,0,8.662900553932195,0.04950228887961254,89.28226471922486,0.5101843698241421,8.640234268765479,0.04937276725008845,3.5,0.02,4.591565377581321,0.026237516443321833,0.0,0.0,0.6241317329116698,0.5515251264827592,0.5718231524420636,0.46939761847257616,0.4583597855163472,0.2845885573979467,0.28062324603819955,-0.9090074598789214,0.027529150247573894,3.552713678800501e-15
25,20260420_141610_536736,175,174,foam,3,3,1,-15.16208288902424,-15.162082889024244,-0.08664047365156712,-24.96594003386885,-32.36914575099945,-0.025271650073769046,-4.422538762909583,1.1132502555847168,0.4521798491477966,0.074382871389389,0.3596056997776031,0.8139133070196424,0.12334443964596302,102,0,-4.422538762909583,-0.025271650073769046,21.25385090142436,0.12145057657956777,4.951779911381528,0.028295885207894445,3.5,0.02,4.866570040403145,0.027808971659446544,0.0,0.0,0.6281215474648135,0.5266017558259357,0.5592302870537553,0.4697579741384834,0.44472093708813193,0.30668924586049146,0.2971099214109459,-0.6610704064369202,0.2852228283882141,3.552713678800501e-15
26,20260420_141610_536736,175,174,foam,3,3,2,-22.06904966371261,-22.06904966371261,-0.12610885522121493,-30.903933605971673,-39.43006210029125,-0.060804071409818514,-10.64071249671824,1.0349209308624268,0.2772293090820312,0.048672717064619,0.4253661334514618,0.7394635605812073,0.12343019429062092,111,0,-10.64071249671824,-0.060804071409818514,26.470651592913732,0.15126086624522134,5.486381824508997,0.03135075328290855,3.5,0.02,5.006952916477547,0.02861115952272884,0.0,0.0,0.5317432206895735,0.5597362456896475,0.5419697186883007,0.47861694215264705,0.4039397439586797,0.3096578236536256,0.2997246099090054,-0.7576916217803955,0.3766934163868428,0.0
27,20260420_141610_536736,175,174,foam,3,3,3,-8.118118915371438,-8.118118915371442,-0.046389250944979664,-1.7651135124085753,-4.468498751521107,0.03739245003089543,6.543678755406701,1.1165809631347656,0.092354729771614,0.0098798722028732,0.028317991644144,0.6323415007761547,0.07957638090742482,84,0,6.543678755406701,0.03739245003089543,70.28518402030876,0.40162962297319293,3.0845041317128197,0.017625737895501828,3.5,0.02,3.979054062161622,0.0227374517837807,0.0,0.0,0.5507611999953431,0.5489832539710083,0.5478799865557137,0.4561265957089407,0.48196384643071466,0.3653573121449777,0.36096939791300947,-1.0242262333631516,0.0184381194412708,3.552713678800501e-15
28,20260420_141610_536736,175,174,foam,3,3,4,-13.97082290605844,-13.97082290605844,-0.07983327374890538,-12.209239574880472,-13.087005913257602,-0.01799208596817533,-3.1486150444306826,1.2649985551834106,0.4588759839534759,0.1288170218467712,0.0998581871390342,0.8266912153788976,0.058794058987072496,100,0,-3.1486150444306826,-0.01799208596817533,26.9937298766371,0.15424988500935485,0.3211707879440586,0.0018352616453946207,3.5,0.02,4.6067763345668435,0.02632443619752482,0.0,0.0,0.6416124311834573,0.5912943686930728,0.5628489682010591,0.5473627796636096,0.5306337841972709,0.37081259804644756,0.4689278339564667,-0.8061225712299347,-0.02895883470773701,0.0
29,20260420_141610_536736,175,174,foam,3,3,5,-14.442577156790112,-14.44257715679011,-0.08252901232451491,-8.562315876503249,-6.910028215497728,-0.003975689848268867,-0.6957457234470517,1.1733970642089844,0.2649769783020019,0.0236406698822975,0.0620192028582096,0.6669553760119847,0.050374856661739055,115,0,-0.6957457234470517,-0.003975689848268867,48.21891267319803,0.27553664384684584,1.4584375382793084,0.008333928790167477,3.5,0.02,5.35201828910929,0.030582961652053084,0.0,0.0,0.5877763701805712,0.5827421145314085,0.5134016033315233,0.5640190709808043,0.5340989669625248,0.42551058941853365,0.49682050703359504,-0.9084200859069824,0.03837853297591211,-1.7763568394002505e-15
30,20260420_141610_536736,175,174,foam,3,3,6,-2.2589258922168653,-2.2589258922168653,-0.012908147955524946,-20.83873949317562,-15.673341602087007,0.07967501453984739,13.943127544473294,0.931462824344635,-0.0197985284030437,-0.0507739745080471,0.0630889907479286,0.4159510676137039,0.0974967033362814,93,0,13.943127544473294,0.07967501453984739,81.3351084892126,0.4647720485097863,2.8873378969678014,0.016499073696958865,3.5,0.02,4.424175692920505,0.02528100395954574,0.0,0.0,0.6024157809785434,0.5079556631443224,0.5568863890586154,0.5238298993717347,0.5768982628732919,0.4744111469007164,0.567478690722159,-0.9512613527476788,0.1138629652559757,0.0
31,20260420_141610_536736,175,174,foam,3,3,7,-26.9598303968145,-26.95983039681448,-0.15405617369608274,-37.675624306434415,-45.72474546730518,-0.07874999486516956,-13.781249101404674,1.1861625909805298,0.264649748802185,0.0770251452922821,0.4927605092525482,0.7123801285879953,0.16356497102550097,132,0,-13.781249101404674,-0.07874999486516956,33.45725968803622,0.19118434107449267,2.2770407772557104,0.013011661584318344,3.5,0.02,6.219003287743394,0.035537161644247965,0.0,0.0,0.5259924757600363,0.5074650470885848,0.5131632223166526,0.48723604756540484,0.5382719539335397,0.45406982777640226,0.6032477693625593,-0.9215128421783447,0.4157353639602661,-2.1316282072803006e-14
