update,replay_size,qf1_loss,qf2_loss,policy_loss,alpha,alpha_loss,target_entropy_internal,target_entropy_paper,q_target_mean,q_target_std,policy_mean_abs,policy_log_std_mean,train_update
1,41831,1.0595898628234863,1.8447978496551514,-16.196735382080078,0.02525668404996395,-11.539443016052246,-9.0,9.0,16.172243118286133,19.547407150268555,1.2565807104110718,-0.6938589811325073,5123
2,41831,5.155055522918701,4.384132385253906,-14.287023544311523,0.025231441482901573,-14.569793701171875,-9.0,9.0,15.727005004882812,18.79595184326172,1.2044498920440674,-0.6896107792854309,5124
3,41831,3.218966484069824,2.9429218769073486,-17.3692569732666,0.025206224992871284,-14.896145820617676,-9.0,9.0,18.275997161865234,22.12641716003418,1.2039707899093628,-0.6714068651199341,5125
4,41831,1.0712623596191406,1.043648600578308,-17.67698860168457,0.025181032717227936,-17.161788940429688,-9.0,9.0,17.424407958984375,19.991634368896484,1.1589163541793823,-0.6611918210983276,5126
5,41831,2.401827096939087,2.1886985301971436,-16.621551513671875,0.025155866518616676,-17.92536163330078,-9.0,9.0,15.961699485778809,20.26704216003418,1.1435638666152954,-0.6288996338844299,5127
6,41831,2.739133358001709,2.651376724243164,-18.900249481201172,0.025130724534392357,-19.57696533203125,-9.0,9.0,17.985797882080078,21.00584602355957,1.0933890342712402,-0.6336575150489807,5128
7,41831,1.1333789825439453,1.3119158744812012,-18.553077697753906,0.025105608627200127,-19.669389724731445,-9.0,9.0,18.158170700073242,21.508777618408203,1.1039363145828247,-0.6086092591285706,5129
8,41831,0.9161304235458374,1.2147490978240967,-17.275575637817383,0.025080516934394836,-21.044973373413086,-9.0,9.0,17.52985191345215,20.420150756835938,1.0790622234344482,-0.5938746333122253,5130
9,41831,1.5806159973144531,1.7391098737716675,-13.860947608947754,0.025055451318621635,-24.847400665283203,-9.0,9.0,14.435925483703613,17.520496368408203,1.0038858652114868,-0.5708042979240417,5131
10,41831,1.9237849712371826,1.8994897603988647,-17.50469970703125,0.025030409917235374,-21.932373046875,-9.0,9.0,17.953460693359375,20.755809783935547,1.0614169836044312,-0.5648099780082703,5132
11,41831,0.9023361206054688,1.0635976791381836,-17.674148559570312,0.025005394592881203,-24.03591537475586,-9.0,9.0,17.9084529876709,20.038955688476562,1.0208412408828735,-0.5402054190635681,5133
12,41831,0.7877092957496643,0.8283366560935974,-18.31290054321289,0.02498040348291397,-22.64441680908203,-9.0,9.0,17.99449348449707,19.348398208618164,1.032820224761963,-0.5373276472091675,5134
13,41831,1.0470224618911743,1.034580945968628,-16.046640396118164,0.02495543658733368,-26.489431381225586,-9.0,9.0,15.54319953918457,19.024431228637695,0.9757843613624573,-0.5135082602500916,5135
14,41831,1.1837265491485596,1.4458644390106201,-20.125743865966797,0.024930495768785477,-24.692737579345703,-9.0,9.0,19.24714469909668,20.798961639404297,1.0017961263656616,-0.5264374017715454,5136
15,41831,1.1328105926513672,1.179311752319336,-18.932178497314453,0.024905579164624214,-23.168575286865234,-9.0,9.0,18.092742919921875,18.952640533447266,1.0116605758666992,-0.5100815892219543,5137
16,41831,0.7305628061294556,0.9625622034072876,-18.296567916870117,0.02488068863749504,-23.04977798461914,-9.0,9.0,17.770336151123047,19.457490921020508,1.0212996006011963,-0.5052425265312195,5138
