phase,terrain,policy_role,episode,episode_in_terrain,step,reward,individual_alpha,population_alpha,layout,A_width_ratio,A_attack_angle_deg,B_width_ratio,B_attack_angle_deg,Target_Delta_X_Norm,Target_Delta_Y_Norm,Target_Forward_Remaining_Norm,Theta_X_Norm,Theta_Y_Norm,Theta_Z_Norm,Motor1_Norm,Motor2_Norm,Motor3_Norm,Motor4_Norm,Motor5_Norm,Motor6_Norm,Motor7_Norm,A_Width_Norm,A_Angle_Norm,B_Width_Norm,B_Angle_Norm,Delta_Width_Norm,Delta_Angle_Norm,Terrain_Carpet,Terrain_Cardboard,Motor1_Action,Motor2_Action,Motor3_Action,Motor4_Action,Motor5_Action,Motor6_Action,Motor7_Action,position_x_cm,position_y_cm,position_z_cm,orientation_x_rad,orientation_y_rad,orientation_z_rad,start_x_cm,start_y_cm,start_z_cm,dmax_cm,delta_x_cm,delta_y_cm,delta_forward_cm,forward_scale_cm,position_observation_mode,theta_x_rad,theta_y_rad,theta_z_rad,target_x_cm,target_y_cm,target_z_cm,motor1_deg,motor2_deg,motor3_deg,motor4_deg,motor5_deg,motor6_deg,motor7_deg,motor1_angle_deg,motor2_angle_deg,motor3_angle_deg,motor4_angle_deg,motor5_angle_deg,motor6_angle_deg,motor7_angle_deg,forward_curr_cm,forward_target_cm,distance_error_cm,forward_reward,yaw_reward,yaw_penalty_rad,yaw_rad,success_bonus,time_penalty,yaw_penalty_axis,terminated_by_target,truncated_by_episode_length
train,carpet,individual,1,1,1,0.61878470238758,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05910542979836464,-0.05111820995807648,-0.030351437628269196,-0.04472843557596207,0.11341852694749832,-0.8067092895507812,-0.00479233218356967,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.46937236189842224,-0.45971789956092834,0.5737138390541077,-0.6340661644935608,0.4113735258579254,0.5053218603134155,0.1279102861881256,183.16555786132812,5.417534351348877,-6.321613311767578,2.7824058532714844,2.7165415287017822,0.12107942253351212,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-4.8868560791015625,0.032042503356933594,78.67839050292969,40.0,target_relative,0.0068645477294921875,-0.2015087604522705,0.056210994720458984,178.27870178222656,5.4495768547058105,-85.0,25.30351448059082,-26.006389617919922,29.872203826904297,-31.277956008911133,20.20766830444336,-22.579872131347656,3.5143771171569824,25.30351448059082,-26.006389617919922,29.872203826904297,-31.277956008911133,20.20766830444336,-22.579872131347656,3.5143771171569824,-1.2766003608703613,77.40178632736206,78.67838668823242,0.3802373305232611,0.23954737186431885,0.2015087604522705,-0.2015087604522705,0.0,-0.001,y,False,False
train,carpet,individual,1,1,2,0.5010525686584719,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.12217140197753906,0.0008010625606402755,1.0,0.002185053424909711,-0.06414222717285156,0.017892515286803246,0.4600639045238495,-0.4728434383869171,0.5431309938430786,-0.5686901211738586,0.36741214990615845,-0.41054314374923706,0.0638977661728859,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.6641535758972168,0.4585030972957611,0.45469993352890015,0.7241086363792419,0.7655435800552368,-0.4549625515937805,0.47267669439315796,188.54852294921875,5.291811466217041,-4.855773448944092,2.78017258644104,2.3697075843811035,0.1360243856906891,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-10.269821166992188,0.15776538848876953,80.14422607421875,40.0,target_relative,0.0046312808990478516,-0.5483427047729492,0.07115578651428223,178.27870178222656,5.4495768547058105,-85.0,32.85942459106445,-12.212459564208984,20.47124671936035,-11.773162841796875,26.18210792541504,-27.675718307495117,23.634185791015625,32.85942459106445,-12.212459564208984,20.47124671936035,-11.773162841796875,26.18210792541504,-27.675718307495117,23.634185791015625,-2.7424402236938477,77.40178632736206,80.14422655105591,0.36655538009035665,0.13549718856811524,0.5483427047729492,-0.5483427047729492,0.0,-0.001,y,False,False
train,carpet,individual,1,1,3,0.2961735913873752,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.25674551725387573,0.003944134805351496,1.0,0.0014741824707016349,-0.17454290390014648,0.02264958992600441,0.5974440574645996,-0.22204472124576569,0.3722044825553894,-0.21405750513076782,0.4760383367538452,-0.5031948685646057,0.4297124743461609,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.7939595580101013,-0.16552144289016724,0.7866650223731995,-0.06030173599720001,0.9518288373947144,0.6429666876792908,0.9827688932418823,196.3379669189453,5.158064365386963,1.7893396615982056,2.9496092796325684,1.873796820640564,0.2875215411186218,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-18.05926513671875,0.29151248931884766,86.78933715820312,40.0,target_relative,0.17406797409057617,-1.0442535877227783,0.22265291213989258,178.27870178222656,5.4495768547058105,-85.0,42.08466339111328,-12.388178825378418,20.998403549194336,-11.773162841796875,26.094249725341797,-25.215654373168945,51.66134262084961,42.08466339111328,-12.388178825378418,20.998403549194336,-11.773162841796875,26.094249725341797,-25.215654373168945,51.66134262084961,-9.387553334236145,77.40178632736206,86.7893396615982,0.3104496677042087,-0.013276076316833474,1.0442535877227783,-1.0442535877227783,0.0,-0.001,y,False,False
train,carpet,individual,1,1,4,0.5176425293926815,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.4514816403388977,0.007287812419235706,1.0,0.055407553911209106,-0.3323962390422821,0.07087261974811554,0.7651757001876831,-0.2252396196126938,0.3817891478538513,-0.21405750513076782,0.47444090247154236,-0.45846644043922424,0.9392971396446228,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.2512187063694,-0.2178976982831955,-0.0014213952235877514,-0.6251552104949951,0.3061051666736603,-0.5759559869766235,0.028444111347198486,190.330078125,5.233366012573242,-4.2114033699035645,2.76415753364563,2.444532871246338,0.08563726395368576,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-12.051376342773438,0.21621084213256836,80.7885971069336,40.0,target_relative,-0.011383771896362305,-0.47351741790771484,0.02076864242553711,178.27870178222656,5.4495768547058105,-85.0,16.69329071044922,-8.522364616394043,5.447284698486328,-32.77156448364258,16.95686912536621,-28.993608474731445,2.987220525741577,16.69329071044922,-8.522364616394043,5.447284698486328,-32.77156448364258,16.95686912536621,-28.993608474731445,2.987220525741577,-3.386810302734375,77.40178632736206,80.78859663009644,0.36069775476499594,0.15794477462768555,0.47351741790771484,-0.47351741790771484,0.0,-0.001,y,False,False
train,carpet,individual,1,1,5,0.5349672471102364,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.30128440260887146,0.0054052709601819515,1.0,-0.0036235670559108257,-0.15072527527809143,0.006610863842070103,0.30351439118385315,-0.15495207905769348,0.09904153645038605,-0.5958466529846191,0.3083067238330841,-0.5271565318107605,0.05431310087442398,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.494085431098938,0.8798598647117615,0.8226413726806641,-0.8250211477279663,-0.629148006439209,0.3653828501701355,-0.0831437036395073,189.7589569091797,5.530396938323975,-2.390799045562744,2.8039448261260986,2.555779218673706,0.16215574741363525,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-11.480255126953125,-0.08082008361816406,82.60919952392578,40.0,target_relative,0.028403520584106445,-0.3622710704803467,0.09728717803955078,178.27870178222656,5.4495768547058105,-85.0,-28.37859535217285,25.74281120300293,35.14377212524414,-38.218849182128906,-19.768369674682617,10.982427597045898,-5.623003005981445,-28.37859535217285,25.74281120300293,35.14377212524414,-38.218849182128906,-19.768369674682617,10.982427597045898,-5.623003005981445,-5.207414627075195,77.40178632736206,82.60920095443726,0.3446485682543404,0.19131867885589598,0.3622710704803467,-0.3622710704803467,0.0,-0.001,y,False,False
train,carpet,individual,1,1,6,0.3631217429691257,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.2870063781738281,-0.002020501997321844,1.0,0.00904112122952938,-0.11531446129083633,0.03096747025847435,-0.5159744620323181,0.46805110573768616,0.6389776468276978,-0.694888174533844,-0.359424889087677,0.19968050718307495,-0.10223641991615295,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.8465333580970764,0.3462267518043518,-0.9585045576095581,-0.9192089438438416,0.09430328011512756,0.4280932545661926,0.36872315406799316,196.83998107910156,5.2628254890441895,2.4322633743286133,2.925692081451416,2.113457202911377,0.2749740183353424,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-18.561279296875,0.1867513656616211,87.43226623535156,40.0,target_relative,0.15015077590942383,-0.8045930862426758,0.21010541915893555,178.27870178222656,5.4495768547058105,-85.0,-42.523963928222656,27.851438522338867,16.605430603027344,-45.51118087768555,3.4265177249908447,13.793930053710938,17.659744262695312,-42.523963928222656,27.851438522338867,16.605430603027344,-45.51118087768555,3.4265177249908447,13.793930053710938,17.659744262695312,-10.030477046966553,77.40178632736206,87.43226337432861,0.3054996688419284,0.05862207412719728,0.8045930862426758,-0.8045930862426758,0.0,-0.001,y,False,False
train,carpet,individual,1,1,7,0.5541874815057191,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.46403199434280396,0.004668784327805042,1.0,0.04779447615146637,-0.25610992312431335,0.06687863171100616,-0.7731629610061646,0.5063897967338562,0.3019169270992279,-0.8274760246276855,0.06230032071471214,0.2507987320423126,0.32108625769615173,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.16888968646526337,0.7991687655448914,-0.1400039941072464,-0.8953049182891846,0.6462496519088745,-0.21520203351974487,-0.45122167468070984,190.59596252441406,5.378998279571533,-1.4765994548797607,2.783061981201172,2.6458053588867188,0.0811108723282814,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-12.3172607421875,0.07057857513427734,83.52339935302734,40.0,target_relative,0.0075206756591796875,-0.272244930267334,0.016242265701293945,178.27870178222656,5.4495768547058105,-85.0,-9.840255737304688,44.281150817871094,-6.940894603729248,-49.20127868652344,35.319488525390625,-9.488818168640137,-23.98562240600586,-9.840255737304688,44.281150817871094,-6.940894603729248,-49.20127868652344,35.319488525390625,-9.488818168640137,-23.98562240600586,-6.121614217758179,77.40178632736206,83.52340054512024,0.33686096058591924,0.21832652091979982,0.272244930267334,-0.272244930267334,0.0,-0.001,y,False,False
train,carpet,individual,1,1,8,0.6335853490509306,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.307931512594223,0.0017644644249230623,1.0,0.002393905306234956,-0.08665824681520462,0.005170073825865984,-0.17891374230384827,0.805111825466156,-0.12619808316230774,-0.894568681716919,0.6421725153923035,-0.17252396047115326,-0.4361022114753723,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,0.7893590331077576,-0.6884845495223999,0.6984969973564148,0.3660491406917572,0.3939305245876312,-0.8740577101707458,-0.6578204035758972,182.32933044433594,5.3564066886901855,-5.2531561851501465,2.7602388858795166,3.036816120147705,-0.13625581562519073,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-4.050628662109375,0.093170166015625,79.74684143066406,40.0,target_relative,-0.015302419662475586,0.11876583099365234,-0.2011244297027588,178.27870178222656,5.4495768547058105,-85.0,44.281150817871094,-24.68849754333496,37.69169235229492,-25.127796173095703,21.701276779174805,-35.670928955078125,-34.616615295410156,44.281150817871094,-24.68849754333496,37.69169235229492,-25.127796173095703,21.701276779174805,-35.670928955078125,-34.616615295410156,-2.345057487487793,77.40178632736206,79.74684381484985,0.37021509834902633,0.2643702507019043,0.11876583099365234,0.11876583099365234,0.0,-0.001,y,False,False
train,carpet,individual,1,1,9,0.4879854849121325,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,-0.10126571357250214,0.0023292540572583675,1.0,-0.004870911128818989,0.03780433535575867,-0.06401989609003067,0.805111825466156,-0.44888177514076233,0.6853035092353821,-0.4568690359592438,0.39456868171691895,-0.6485623717308044,-0.6293929815292358,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.6687564849853516,-0.8971957564353943,-0.7390192151069641,-0.05330570414662361,-0.10448874533176422,-0.9367259740829468,-0.8799842000007629,175.06678771972656,5.527783393859863,-3.676262378692627,2.793748617172241,-2.808739423751831,-0.16084164381027222,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,3.2119140625,-0.07820653915405273,81.32373809814453,40.0,target_relative,0.018207311630249023,0.5563960075378418,-0.22571015357971191,178.27870178222656,5.4495768547058105,-85.0,-8.434504508972168,-40.67891311645508,20.734825134277344,-1.9329073429107666,-5.2715654373168945,-48.4984016418457,-47.180511474609375,-8.434504508972168,-40.67891311645508,20.734825134277344,-1.9329073429107666,-5.2715654373168945,-48.4984016418457,-47.180511474609375,-3.9219512939453125,77.40178632736206,81.32373762130737,0.35590428717348505,0.13308119773864746,0.5563960075378418,0.5563960075378418,0.0,-0.001,y,False,False
train,carpet,individual,1,1,10,0.6188015358172348,0.009999999776482582,0.009999999776482582,homogeneous,0.63,0.0,0.63,0.0,0.08029785007238388,-0.0019551634322851896,1.0,0.00579556729644537,0.1771063506603241,-0.07184576988220215,-0.15335462987422943,-0.7396165728569031,0.37699681520462036,-0.03514377027750015,-0.09584664553403854,-0.8817891478538513,-0.8578274846076965,-0.20000000298023224,-1.0,-0.20000000298023224,-1.0,0.0,0.0,1.0,0.0,-0.27862659096717834,-0.19179897010326385,0.4219026565551758,0.16928306221961975,-0.9206086993217468,-0.8596410155296326,0.9810346961021423,183.39111328125,5.400603294372559,-7.504288673400879,2.7942824363708496,2.678563356399536,0.12640824913978577,178.27870178222656,5.4495768547058105,-7.5982136726379395,40.0,-5.1124114990234375,0.04897356033325195,77.49571228027344,40.0,target_relative,0.018741130828857422,-0.2394869327545166,0.061539649963378906,178.27870178222656,5.4495768547058105,-85.0,-16.69329071044922,-14.233226776123047,20.47124671936035,11.773162841796875,-37.16453552246094,-47.00479507446289,21.437698364257812,-16.69329071044922,-14.233226776123047,20.47124671936035,11.773162841796875,-37.16453552246094,-47.00479507446289,21.437698364257812,-0.09392499923706055,77.40178632736206,77.49571132659912,0.3916476156435899,0.228153920173645,0.2394869327545166,-0.2394869327545166,0.0,-0.001,y,False,False
