Episode,run_id,steps,last_timestep,terrain,terrain_id,terrain_block,episode_in_block,final_cumulative_reward,sum_reward,mean_reward_per_step,sum_progress_cm,sum_raw_progress_cm,mean_progress_reward,sum_progress_reward,start_x,final_x,start_y,final_y,mean_abs_x_position,mean_abs_y_position,no_progress_steps,backward_steps,scale_design_mode,design_config,a_width_ratio,a_attack_angle_deg,a_actual_width,b_width_ratio,b_attack_angle_deg,b_actual_width,width_delta,attack_angle_delta,sum_Progress_Reward,mean_Progress_Reward,sum_X_Drift_Penalty,mean_X_Drift_Penalty,sum_Heading_Penalty,mean_Heading_Penalty,sum_Living_Penalty,mean_Living_Penalty,sum_No_Progress_Penalty,mean_No_Progress_Penalty,sum_Backward_Penalty,mean_Backward_Penalty,mean_abs_Motor1_Action,mean_abs_Motor2_Action,mean_abs_Motor3_Action,mean_abs_Motor4_Action,mean_abs_Motor5_Action,mean_abs_Motor6_Action,mean_abs_Motor7_Action,delta_x,delta_y,reward_sum_delta
0,20260511_150924_048511,175,174,carpet,0,0,0,-5.5550097898306205,-5.5550097898306205,-0.0317429130847464,10.372290070392154,11.115412693470718,0.02704716946567492,4.733254656493111,1.786303997039795,0.9873294234275818,0.1050054058432579,-0.0148053495213389,1.4877170041629246,0.05848520213505248,95,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,4.733254656493111,0.02704716946567492,26.894316666545304,0.15368180952311603,1.3470212855009207,0.00769726448857669,3.5,0.02,4.031481715394155,0.023037038373680884,0.0,0.0,0.5021710652325715,0.5066017451885715,0.47260017717885716,0.5344398006891429,0.4837844840491429,0.5164848024948572,0.4951993882514287,-0.7989745736122131,-0.1198107553645968,0.0
1,20260511_150924_048511,175,174,carpet,0,0,1,-12.104279671499278,-12.104279671499278,-0.0691673124085673,-2.894799398743617,-4.637897014617922,-0.007657577482397251,-1.340076059419519,1.7964359521865845,0.7802231311798096,0.097779631614685,0.1270696222782135,1.4487775192941938,0.04157340529308251,84,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,-1.340076059419519,-0.007657577482397251,34.49485970526594,0.19711348403009107,2.1192930335643005,0.012110245906081717,3.5,0.02,3.708752989874949,0.021192874227856852,0.0,0.0,0.5142317853229387,0.46460536377570993,0.5204672933050565,0.48224676607043615,0.4791313977925373,0.541214195266366,0.5079659423551389,-1.016212821006775,0.029289990663528498,0.0
2,20260511_150924_048511,175,174,carpet,0,0,2,-38.279943940702495,-38.27994394070247,-0.21874253680401415,-61.15489564832282,-53.35937291383743,-0.10543513122988346,-18.451147965229605,1.7708327770233154,0.5793024301528931,0.2142043709754943,0.6975489258766174,1.1755662989616393,0.3868716037273407,117,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,-18.451147965229605,-0.10543513122988346,93.51464577803551,0.5343694044459172,25.395851686152564,0.14511915249230037,3.5,0.02,5.707538813361685,0.032614507504923916,0.0,0.0,0.5341632550196456,0.5509573970575418,0.5633928872432028,0.5062110478484205,0.49879898327735384,0.5673766933062246,0.5259812142300818,-1.1915303468704224,0.48334455490112316,-2.1316282072803006e-14
3,20260511_150924_048511,175,174,carpet,0,0,3,-27.999301894149127,-27.99930189414912,-0.15999601082370926,-32.13335999733586,-34.617481380701065,-0.05612956645709659,-9.822674129991903,1.8154547214508057,0.6163879632949829,0.111134685575962,0.4278058409690857,1.2436823616709027,0.15551798635295458,110,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,-9.822674129991903,-0.05612956645709659,86.02479762568272,0.4915702721467584,17.616407461706515,0.1006651854954658,3.5,0.02,5.193327628503614,0.029676157877163507,0.0,0.0,0.5571262553613633,0.48696964285203387,0.5327455659849303,0.503184567200286,0.544652990134699,0.4952734847739339,0.5464472105014803,-1.1990667581558228,0.3166711553931237,-7.105427357601002e-15
4,20260511_150924_048511,175,174,carpet,0,0,4,5.5085654878561625,5.5085654878561625,0.03147751707346379,25.48275367348945,26.117245852947235,0.06442432994074436,11.274257739630263,1.9169628620147705,1.6553187370300293,0.0855001434683799,-0.2114528566598892,1.79939633165087,0.09955648382992613,56,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,11.274257739630263,0.06442432994074436,0.05952203725198728,0.00034012592715421304,2.9933455847101165,0.017104831912629237,3.5,0.02,2.1100727688133976,0.0120575586789337,0.0,0.0,0.4865414184691118,0.503750526391502,0.5203546966707134,0.525683729851818,0.5047263220865612,0.5034392397318568,0.5246278732216784,-0.2616441249847412,-0.2969530001282691,0.0
5,20260511_150924_048511,175,174,carpet,0,0,5,2.757483246114176,2.7574832461141754,0.015757047120652432,21.840888410269912,21.956205368041992,0.05930243562894519,10.377926235065408,1.9030016660690308,1.8404536247253416,0.1459614932537078,-0.098493292927742,1.8423845168522426,0.08163279634434725,69,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,10.377926235065408,0.05930243562894519,0.0,0.0,23.624729532749004,0.13499845447285144,3.5,0.02,2.939206512313782,0.016795465784650184,0.0,0.0,0.5610620735949903,0.4935042303694146,0.5719143071344921,0.5064047716025796,0.5511419243302329,0.5748014973716012,0.675551676957735,-0.06254804134368919,-0.2444547861814498,4.440892098500626e-16
6,20260511_150924_048511,175,174,carpet,0,0,6,1.7262507249134804,1.7262507249134798,0.009864289856648455,18.516248310012315,19.558866322040554,0.04813010234475776,8.422767910332608,1.896076202392578,1.618030667304993,0.0895049721002578,-0.1280318945646286,1.787038553101676,0.0637547548900225,73,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,8.422767910332608,0.04813010234475776,0.4879007319432774,0.0027880041825330136,3.120837824868715,0.0178333589992498,3.5,0.02,2.9916852209813642,0.01709534411989351,0.0,0.0,0.4761630603937166,0.5371038547371115,0.49724476077593865,0.4879869253081935,0.5191779112988817,0.514709229309644,0.574870553393183,-0.278045535087585,-0.21753686666488642,6.661338147750939e-16
7,20260511_150924_048511,175,174,carpet,0,0,7,5.051180288952879,5.05118028895288,0.028863887365445026,25.01896646694935,25.243526697158813,0.0679218890185771,11.886330578250993,1.913278698921204,1.712954878807068,0.0983430221676826,-0.1796231865882873,1.8396285772323608,0.07078471411086083,76,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,11.886330578250993,0.0679218890185771,0.03033696961713147,0.0001733541120978941,3.8981496818029138,0.02227514103887379,3.5,0.02,3.1372091082462537,0.017926909189978593,0.0,0.0,0.5173280608547586,0.5477623523958027,0.5199626125687999,0.5194334567657539,0.5233424603772748,0.5667304488038645,0.5773265249814306,-0.20032382011413596,-0.2779662087559699,-8.881784197001252e-16
8,20260511_150924_048511,175,174,carpet,0,0,8,3.513921943748651,3.513921943748653,0.020079553964278015,21.953776500802817,21.783285588026043,0.05772783686339368,10.102371451093894,1.7887567281723022,1.6265177726745603,0.0889632850885391,-0.1319505125284195,1.7114112302235194,0.06953399262058411,73,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,10.102371451093894,0.05772783686339368,0.05482729192887836,0.0003132988110221621,4.187691542594031,0.023929665957680177,3.5,0.02,2.8735822010226526,0.016420469720129442,0.0,0.0,0.5407375369131165,0.536658207172794,0.5402730599950467,0.5746902868364538,0.5241434938819813,0.5394660192734695,0.48948751927220396,-0.16223895549774192,-0.2209137976169586,-1.7763568394002505e-15
9,20260511_153607_598799,175,174,carpet,0,0,9,-0.6022851619455236,-0.6022851619455235,-0.0034416294968315627,17.84567171565946,18.969669938087463,0.04156109869660539,7.273192271905943,1.9424632787704468,1.4322417974472046,0.1282314360141754,-0.0769177451729774,1.662749868801662,0.05025666473699463,66,0,homogeneous,0.63|0|0.63|0,0.63,0.0,5.4,0.63,0.0,5.4,0.0,0.0,7.273192271905943,0.04156109869660539,20.64387116518976,0.11796497808679864,0.1600107509852885,0.0009143471484873628,3.5,0.02,2.3030897797832264,0.013160513027332722,0.0,0.0,0.5633373264329774,0.5497089575716694,0.5001275103738797,0.5498697982848223,0.5189042792309608,0.4700981401292873,0.4455253610919629,-0.5102214813232422,-0.2051491811871528,-1.1102230246251565e-16
