update,replay_size,qf1_loss,qf2_loss,policy_loss,alpha,alpha_loss,target_entropy_internal,target_entropy_paper,q_target_mean,q_target_std,policy_mean_abs,policy_log_std_mean,train_update
1,41965,4.260165214538574,3.2205042839050293,-22.53509521484375,0.008183983154594898,-0.7748038172721863,-9.0,9.0,22.53248405456543,13.589827537536621,1.535136342048645,-0.6680713295936584,5123
2,41965,4.211828231811523,4.807979106903076,-21.514209747314453,0.008176708593964577,-2.965031147003174,-9.0,9.0,22.89837646484375,12.43416976928711,1.5078628063201904,-0.6503579020500183,5124
3,41965,3.0270111560821533,2.5077428817749023,-22.76324462890625,0.008178092539310455,5.3469557762146,-9.0,9.0,23.305126190185547,12.975442886352539,1.6303424835205078,-0.6590843200683594,5125
4,41965,2.5842552185058594,1.8844444751739502,-25.20122528076172,0.008182024583220482,9.21165657043457,-9.0,9.0,24.416702270507812,12.95957088470459,1.7200496196746826,-0.6462893486022949,5126
5,41965,2.108163595199585,2.5745158195495605,-22.763545989990234,0.00818723812699318,8.067874908447266,-9.0,9.0,22.41672134399414,13.021885871887207,1.6757869720458984,-0.6471487283706665,5127
6,41965,1.9384653568267822,2.1484971046447754,-23.297313690185547,0.00819322932511568,10.949121475219727,-9.0,9.0,23.24416732788086,13.428709030151367,1.7268208265304565,-0.6485475301742554,5128
7,41965,2.090531826019287,1.5452247858047485,-24.10002899169922,0.00819974485784769,9.080907821655273,-9.0,9.0,24.34095001220703,12.616194725036621,1.7185548543930054,-0.6351297497749329,5129
8,41965,1.9930325746536255,2.2630455493927,-24.354671478271484,0.008206632919609547,8.017888069152832,-9.0,9.0,24.668479919433594,12.085573196411133,1.7050144672393799,-0.635252058506012,5130
9,41965,1.3754938840866089,1.8940999507904053,-21.72447967529297,0.008213801309466362,15.097183227539062,-9.0,9.0,21.90066146850586,12.08102798461914,1.8041843175888062,-0.6587279438972473,5131
10,41965,1.5624083280563354,1.4685637950897217,-24.49712371826172,0.008221182972192764,12.898037910461426,-9.0,9.0,24.358304977416992,12.731232643127441,1.7496987581253052,-0.6668649911880493,5132
11,41965,1.493213176727295,1.1511480808258057,-25.781583786010742,0.00822873692959547,25.87208366394043,-9.0,9.0,25.047504425048828,13.065536499023438,1.9301236867904663,-0.6673291921615601,5133
12,41965,0.878847062587738,1.0763037204742432,-25.78026580810547,0.008236431516706944,24.103364944458008,-9.0,9.0,25.063671112060547,12.865238189697266,1.9457104206085205,-0.6707515716552734,5134
13,41965,1.3670719861984253,1.506296157836914,-23.519472122192383,0.008244238793849945,26.4324951171875,-9.0,9.0,22.886869430541992,12.130207061767578,1.9653769731521606,-0.684607982635498,5135
14,41965,1.498147964477539,1.631270170211792,-25.248064041137695,0.008252143859863281,24.618242263793945,-9.0,9.0,24.680837631225586,12.96120548248291,1.923726201057434,-0.692277729511261,5136
15,41965,1.4355134963989258,1.2708299160003662,-24.337146759033203,0.00826012808829546,31.148046493530273,-9.0,9.0,23.530309677124023,12.921111106872559,2.0026965141296387,-0.7021061182022095,5137
16,41965,1.26559579372406,1.186816692352295,-23.359941482543945,0.008268183097243309,39.62824249267578,-9.0,9.0,22.765853881835938,13.10611343383789,2.1637613773345947,-0.7267037630081177,5138
17,41965,1.0873188972473145,1.3284103870391846,-24.796241760253906,0.008276296779513359,39.10509490966797,-9.0,9.0,24.269733428955078,12.84621810913086,2.1141927242279053,-0.7129479646682739,5139
18,41965,1.3000441789627075,1.1838701963424683,-25.239288330078125,0.008284461684525013,43.844093322753906,-9.0,9.0,24.516569137573242,12.080519676208496,2.208599090576172,-0.7414014935493469,5140
19,41965,1.0379174947738647,0.8929949998855591,-25.231164932250977,0.008292675018310547,44.642372131347656,-9.0,9.0,24.15811538696289,12.987947463989258,2.2105629444122314,-0.7534084320068359,5141
20,41965,1.3109827041625977,1.1462624073028564,-24.796865463256836,0.008300927467644215,38.957740783691406,-9.0,9.0,23.76035499572754,12.397489547729492,2.148566722869873,-0.7318493723869324,5142
21,41965,1.0709010362625122,1.088126301765442,-24.99156951904297,0.008309216238558292,48.42122268676758,-9.0,9.0,23.99127769470215,13.150615692138672,2.237963914871216,-0.7472723722457886,5143
